PopulationGroupTypeID,TripPurposeID,Mode,Intercept,BetaWaitAccessTime,BetaTravelTime,BetaMonetaryCost,BikeShare_Bike,Intercept_Pooled,BetaWaitAccessTime_Pooled,BetaTravelTime_Pooled,BetaMonetaryCost_Pooled,BikeShare_Bike_Pooled,Intercept_Pooled_EW,BetaWaitAccessTime_Pooled_EW,BetaTravelTime_Pooled_EW,BetaMonetaryCost_Pooled_EW,BikeShare_Bike_Pooled_EW,BetaWaitTime,BetaAccessTime,BetaWaitTime_Pooled,BetaAccessTime_Pooled,BetaTravelTimeMixed
HighIncVehSenior,home,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,leisure,auto,-3.602,-0.128,-0.019,-0.047,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,leisure,auto,0.0,-0.128,-0.019,-0.047,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,leisure,auto,-3.602,-0.14800000000000002,-0.065,-0.019,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,leisure,auto,0.0,-0.14800000000000002,-0.065,-0.019,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,leisure,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,leisure,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,leisure,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,leisure,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,leisure,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,leisure,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,leisure,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,leisure,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,leisure,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,leisure,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,leisure,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,leisure,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,leisure,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
LowIncVeh,leisure,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
HighIncNoVeh,leisure,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
HighIncVeh,leisure,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
LowIncNoVeh,leisure,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,leisure,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,leisure,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,leisure,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,leisure,auto,-3.602,-0.128,-0.019,-0.047,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,leisure,auto,0.0,-0.128,-0.019,-0.047,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,leisure,auto,-3.602,-0.14800000000000002,-0.065,-0.019,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,leisure,auto,0.0,-0.14800000000000002,-0.065,-0.019,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,leisure,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,leisure,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,leisure,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,leisure,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,leisure,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,leisure,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,leisure,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,leisure,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,leisure,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,leisure,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,leisure,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,leisure,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,leisure,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
LowIncVehSenior,leisure,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
HighIncNoVehSenior,leisure,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
HighIncVehSenior,leisure,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
LowIncNoVehSenior,leisure,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,leisure,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,leisure,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,leisure,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,other,auto,-3.602,-0.128,-0.019,-0.047,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,other,auto,0.0,-0.128,-0.019,-0.047,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,other,auto,-3.602,-0.14800000000000002,-0.065,-0.019,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,other,auto,0.0,-0.14800000000000002,-0.065,-0.019,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,other,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,other,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,other,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,other,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,other,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,other,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,other,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,other,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,other,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,other,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,other,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,other,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,other,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
LowIncVeh,other,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
HighIncNoVeh,other,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
HighIncVeh,other,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
LowIncNoVeh,other,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,other,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,other,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,other,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,other,auto,-3.602,-0.128,-0.019,-0.047,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,other,auto,0.0,-0.128,-0.019,-0.047,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,other,auto,-3.602,-0.14800000000000002,-0.065,-0.019,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,other,auto,0.0,-0.14800000000000002,-0.065,-0.019,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,other,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,other,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,other,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,other,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,other,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,other,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,other,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,other,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,other,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,other,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,other,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,other,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,other,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
LowIncVehSenior,other,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
HighIncNoVehSenior,other,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
HighIncVehSenior,other,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
LowIncNoVehSenior,other,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,other,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,other,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,other,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,medical,auto,-3.602,-0.128,-0.019,-0.047,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,medical,auto,0.0,-0.128,-0.019,-0.047,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,medical,auto,-3.602,-0.14800000000000002,-0.065,-0.019,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,medical,auto,0.0,-0.14800000000000002,-0.065,-0.019,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
