OriginMicrotypeID,DestinationMicrotypeID,TransitLayer,Portion
1,5,nobus_norail_bike,0.0105692666181408
1,1,nobus_norail_nobike,0.051059284938550005
1,4,bus_norail_bike,0.0800104787412989
1,4,nobus_norail_nobike,0.10904623665136501
1,1,bus_rail_nobike,0.0135717676540009
1,1,bus_rail_bike,0.000767504015237655
1,4,bus_rail_bike,0.0010247679204767699
1,2,nobus_rail_nobike,0.0018128929715264801
1,5,bus_norail_bike,0.0538391509678541
1,2,nobus_norail_nobike,0.135133943846341
1,2,bus_rail_nobike,0.0192270088190224
1,2,bus_rail_bike,0.000426851172362177
1,4,bus_rail_nobike,0.0360190851154175
1,3,bus_norail_bike,0.0650759604935185
1,4,bus_norail_nobike,0.773899431571442
1,2,nobus_norail_bike,0.0049959280444757
1,5,nobus_norail_nobike,0.303651882706149
1,3,nobus_rail_nobike,0.00104276869219493
1,5,bus_rail_nobike,0.00330312380313732
1,3,nobus_norail_nobike,0.0871301303395856
1,2,bus_norail_nobike,0.771655913681615
1,3,bus_norail_nobike,0.8203796699029491
1,1,bus_norail_nobike,0.7370409663247421
1,5,bus_norail_nobike,0.628636575904719
1,3,bus_rail_nobike,0.0254679069304852
1,6,nobus_norail_bike,0.6851678296524139
1,3,nobus_norail_bike,0.000466013070401696
1,3,bus_rail_bike,0.000437550570865166
1,1,bus_norail_bike,0.19270787864206199
1,6,nobus_norail_nobike,0.31483217034758604
1,1,nobus_rail_nobike,0.00485259842540819
1,2,bus_norail_bike,0.0667474614646574
2,4,bus_norail_bike,0.0208715221223186
2,1,bus_norail_bike,0.0781737170646709
2,2,nobus_norail_bike,0.0031215236113829397
2,2,bus_norail_bike,0.0215606968279207
2,3,nobus_norail_bike,0.00205627913984947
2,1,nobus_norail_bike,0.00683120199079453
2,1,bus_rail_nobike,0.0132491792258561
2,6,nobus_norail_bike,0.17360976840202302
2,1,nobus_rail_nobike,0.00156788468433717
2,1,bus_rail_bike,7.24204100673577e-05
2,3,nobus_rail_nobike,0.000269951391785231
2,2,nobus_rail_nobike,2.5725499702771104e-05
2,5,nobus_rail_nobike,0.012576336995441001
2,5,bus_norail_bike,0.0154593113897218
2,3,bus_norail_bike,0.0260801980050205
2,2,bus_norail_nobike,0.8421302784048209
2,5,bus_rail_nobike,0.00285919057268339
2,3,nobus_norail_nobike,0.11861501887501198
2,3,bus_rail_nobike,0.0407154786447514
2,2,nobus_norail_nobike,0.11012198007214699
2,2,bus_rail_nobike,0.0230397955840255
2,5,nobus_norail_nobike,0.26088938268498896
2,4,bus_norail_nobike,0.7768306207819259
