MicrotypeID,PerStartCost,PerEndCost,PerMileCost,VehicleSize,SpeedInMetersPerSecond
1,0,0.389860396,0.10822449,0.2,1.4
2,0,0.151985857,0.11051256,0.2,1.4
3,0,0.184001052,0.10938665,0.2,1.4
4,0,0.027099476,0.10822693,0.2,1.4
5,0,0.043868909,0.11036278,0.2,1.4
6,0,0.002273159,0.10891301,0.2,1.4
