MicrotypeID,PerStartCost,DailyCostPerVehicle,DirectionalRouteMiles,PopulationMicrotypeID,SpeedInMetersPerSecond,StopSpacingKM,Headway,VehicleCapacity,VehicleSize,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,CoveragePortion,StopSpacing,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,3.1269672,3580,635.238288514133,919322.0,9.228510023344244,0.3520424,163258.41299822502,,,2954.7694587462,61353.2690250992,1.0,1200.0,179.0,0.0,0.0
2,2.5762055,3580,1940.13907849008,2807785.0,9.228510023344262,0.7502712,163258.41299822516,,,9024.43035707368,187384.60351176,1.0,1200.0,179.0,0.0,0.0
3,2.998836,3580,719.050008160508,1040615.0,9.228510023344256,1.0022049,163258.41299822475,,,3344.61420515682,69448.0628621459,1.0,1200.0,179.0,0.0,0.0
4,5.0365679,3580,96.1665426557588,139173.0,9.228510023344253,1.1885825,163258.41299822502,,,447.312399662017,9288.06066865596,1.0,1200.0,179.0,0.0,0.0
5,2.4719605,3580,968.737664449145,1401965.0,9.228510023344256,0.9537372,163258.41299822487,,,4506.02004980966,93563.6651888819,0.706781158781117,1200.0,179.0,0.0,0.0
6,2.3952569,3580,276.588417730377,400281.0,9.228510023344256,1.0959235,163258.41299822493,,,1286.53298160643,26713.7606612653,0.2111103582109196,1200.0,179.0,0.0,0.0
