MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,DirectionalRouteMiles,SeniorFareDiscount,Headway,VehicleCapacity,VehicleSize,StopSpacingKM,PopulationMicrotypeID,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,CoveragePortion,StopSpacing,PassengerWait,PassengerWaitDedicated,MinStopTime,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,1.914624,1761,B,21148.0943097663,0.5,403.4477963889004,40.0,3.0,,919322,34377.9280822045,452895.111763728,1.8834129568703892,400.0,6.0,3.0,7.0,88.05,0.0,0.0
2,1.8620512,1761,B,64590.3198025798,0.5,403.4477963889023,40.0,3.0,,2807785,104996.759351231,1383228.18488355,1.6066252837928017,400.0,6.0,3.0,7.0,88.05,0.0,0.0
3,1.860165,1761,B,23938.3199359501,0.5,403.447796388902,40.0,3.0,,1040615,38913.6642343632,512648.937725858,0.7406698240669018,400.0,6.0,3.0,7.0,88.05,0.0,0.0
4,1.8798035,1761,B,3201.53736054735,0.5,403.4477963889018,40.0,3.0,,139173,5204.35645506651,68562.2354185946,0.8295787290262646,400.0,6.0,3.0,7.0,88.05,0.0,0.0
5,1.9333829,1761,B,32250.8196681811,0.5,403.44779638890185,40.0,3.0,,1401965,52426.3010607468,690664.528167317,0.4705974080130233,400.0,6.0,3.0,7.0,88.05,0.0,0.0
6,1.5637879,1761,B,9208.06892297539,0.5,403.44779638890094,40.0,3.0,,400281,14968.4565698122,197194.571903965,0.1405640008147511,400.0,6.0,3.0,7.0,88.05,0.0,0.0
