MicrotypeID,PerStartCost,DailyCostPerVehicle,DirectionalRouteMiles,PopulationMicrotypeID,SpeedInMetersPerSecond,StopSpacingKM,Headway,VehicleCapacity,VehicleSize,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,CoveragePortion,StopSpacing,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,3.3929182,4212,2.75291930730354,7799.0,6.9832228917506844,0.2020453,519185.828689408,,,5.3211909148015,83.6078899671396,0.290398446596779,1200.0,210.6,0.0,0.0
2,3.4252608,4212,169.165638341926,479245.0,6.983222891750685,0.4789916,519185.82868940616,,,326.984759579952,5137.66678129271,1.0,1200.0,210.6,0.0,0.0
3,3.4976275,4212,67.9408765986095,192476.0,6.983222891750681,1.6088519,519185.8286894084,,,131.324726569731,2063.40713287795,0.3402364827922413,1200.0,210.6,0.0,0.0
4,3.8050847,4212,18.8263817483054,53335.0,6.983222891750696,,519185.8286894058,,,36.3900137762454,571.76904877515,0.6240728511360569,1200.0,210.6,0.0,0.0
5,3.2965059,4212,154.999699421461,439113.0,6.98322289175067,0.9872429,519185.8286894064,,,299.60303964242,4707.43831095532,0.1549350921331911,1200.0,210.6,0.0,0.0
6,3.0238095,4212,23.5944845823939,66843.0,6.983222891750683,1.7239792,519185.8286894064,,,45.6064065031513,716.57932928241,0.0513209669732405,1200.0,210.6,0.0,0.0
