OriginMicrotypeID,DestMicrotypeID,DistanceBinID,From,A_1,B_1,C_1,D_1,E_1,F_1,A_2,B_2,C_2,D_2,E_2,F_2,A_3,B_3,C_3,D_3,E_3,F_3,A_4,B_4,C_4,D_4,E_4,F_4,A_5,B_5,C_5,D_5,E_5,F_5,A_6,B_6,C_6,D_6,E_6,F_6
A_1,A_3,medium,A_1,0.0314725298643605,0,0,0,0,0,0.199670448123075,0,0,0,0,0,0.747367749787763,0,0,0,0,0,0.0134559082262997,0,0,0,0,0,0.00803336399850231,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,medium,A_2,0.0458517996101138,0,0,0,0,0,0.00553981952124573,0,0,0,0,0,0.926157817803392,0,0,0,0,0,0,0,0,0,0,0,0.0224505630652484,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,medium,A_3,0.0927068703316006,0,0,0,0,0,0.608586712149391,0,0,0,0,0,0.255543836752041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,medium,A_4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,medium,A_5,0,0,0,0,0,0,0.265958317800868,0,0,0,0,0,0.734041682199132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,short,A_1,0,0,0,0,0,0,0.0810067492005456,0,0,0,0,0,0.910460825475184,0,0,0,0,0,0.00401115092225984,0,0,0,0,0,0.00452127440201092,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,short,A_2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,short,A_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,short,A_4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,short,A_5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,xlong,A_1,0.115588846422732,0,0,0,0,0,0.397339756626186,0,0,0,0,0,0.404227273945602,0,0,0,0,0,0.0196670281604461,0,0,0,0,0,0.0443998243290858,0,0,0,0,0,0.0187772705159476,0,0,0,0,0
A_1,A_3,xlong,A_2,0.201307505446554,0,0,0,0,0,0.180129221943186,0,0,0,0,0,0.449399940956434,0,0,0,0,0,0.0368943314522821,0,0,0,0,0,0.116576734167212,0,0,0,0,0,0.0156922660343316,0,0,0,0,0
A_1,A_3,xlong,A_3,0.26174037429339,0,0,0,0,0,0.193848175526284,0,0,0,0,0,0.419439171580423,0,0,0,0,0,0.0526931785181755,0,0,0,0,0,0.0499143848475926,0,0,0,0,0,0.0216965892859335,0,0,0,0,0
A_1,A_3,xlong,A_4,0.116983961684948,0,0,0,0,0,0.221397262759065,0,0,0,0,0,0.446112391922815,0,0,0,0,0,0.0556706134733165,0,0,0,0,0,0.159835770159855,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,xlong,A_5,0.160872584235595,0,0,0,0,0,0.194281728945692,0,0,0,0,0,0.418720065100395,0.00324723563117473,0,0,0,0,0.152178730272354,0,0,0,0,0,0.0631342059271336,0,0,0,0,0,0.00756544988765658,0,0,0,0,0
A_1,A_3,xlong,A_6,0.16228633892118,0,0,0,0,0,0.173105242653102,0,0,0,0,0,0.664608418425719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,xlong,B_3,0,0,0,0,0,0,0.286639590937821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213360409062179,0.5,0,0,0,0,0,0,0,0,0,0
A_1,A_3,xlong,B_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A_1,A_3,xlong,B_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,xlong,B_6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,A_1,0,0,0,0,0,0,0.364894462353555,0,0,0,0,0,0.148785121178379,0,0,0,0,0,0.394808363099462,0,0,0,0,0,0.0504056604136314,0,0,0,0,0,0.0411063929549733,0,0,0,0,0
A_1,A_4,long,A_2,0.12287125463069,0,0,0,0,0,0.141280888137751,0,0,0,0,0,0.196083264571494,0,0,0,0,0,0.355164503277523,0,0,0,0,0,0.184600089382542,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,A_3,0,0,0,0,0,0,0.273425802483192,0,0,0,0,0,0,0,0,0,0,0,0.670542420359535,0,0,0,0,0,0.0560317771572732,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,A_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,A_5,0.538385934465734,0,0,0,0,0,0.0658300517488139,0,0,0,0,0,0,0,0,0,0,0,0.395784013785452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,A_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,medium,A_1,0,0,0,0,0,0,0.59393580235683,0,0,0,0,0,0.114577413242878,0,0,0,0,0,0.268848026394333,0,0,0,0,0,0.0226387580059586,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,medium,A_2,0,0,0,0,0,0,0,0,0,0,0,0,0.0955189006837404,0,0,0,0,0,0.90448109931626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,medium,A_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,medium,A_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,medium,A_5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,short,A_1,0,0,0,0,0,0,0.240377934405444,0,0,0,0,0,0.123877690014971,0,0,0,0,0,0.635744375579585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,short,A_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,short,A_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,short,A_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,A_1,0.141441610148722,0,0,0,0,0,0.456502400577723,0,0,0,0,0,0.180715127657874,0,0,0,0,0,0.153311488025476,0,0,0,0,0,0.0680293735902055,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,A_2,0.159247194555927,0,0,0,0,0,0.224332442234489,0,0,0,0,0,0.237468207180412,0,0,0,0,0,0.275520319563157,0,0,0,0,0,0.103431836466015,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,A_3,0.214784948267153,0,0,0,0,0,0.282748500435375,0,0,0,0,0,0.182195752403499,0,0,0,0,0,0.190820144746467,0,0,0,0,0,0.126095797636441,0,0,0,0,0,0.00335485651106496,0,0,0,0,0
A_1,A_4,xlong,A_4,0.260973181841797,0,0,0,0,0,0.1530917474535,0,0,0,0,0,0.389025959122884,0,0,0,0,0,0.168741887746967,0,0,0,0,0,0.026159421550593,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,A_5,0.0503847937591927,0,0,0,0,0,0.172945250677312,0,0,0,0,0,0.296929386478044,0,0,0,0,0,0.463174341830055,0,0,0,0,0,0.0165662272553961,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,A_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,long,A_1,0.0295760161140742,0,0,0,0,0,0.333948860214042,0,0,0,0,0,0.366704161485877,0,0,0,0,0,0.00996438845674882,0,0,0,0,0,0.234243600878282,0,0,0,0,0,0.0255629728509764,0,0,0,0,0
A_1,A_5,long,A_2,0.0698149993285885,0,0,0,0,0,0.0506527064807783,0,0,0,0,0,0.249545691675259,0,0,0,0,0,0.0258069196665877,0,0,0,0,0,0.604179682848787,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,long,A_3,0.0967214083842402,0,0,0,0,0,0.477453270838767,0,0,0,0,0,0.00891192838746661,0,0,0,0,0,0.0413723122402026,0,0,0,0,0,0.375541080149324,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,long,A_4,0,0,0,0,0,0,0.0678061723155139,0,0,0,0,0,0.327866345681107,0,0,0,0,0,0,0,0,0,0,0,0.60432748200338,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,long,A_5,0.269701463770369,0,0,0,0,0,0.678441966396951,0,0,0,0,0,0.0354939420462512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,long,A_6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,medium,A_1,0.00307002112507636,0,0,0,0,0,0.3229657448762,0,0,0,0,0,0.0529641748784591,0,0,0,0,0,0,0,0,0,0,0,0.621000059120265,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,medium,A_2,0.177346141960766,0,0,0,0,0,0,0,0,0,0,0,0.0177396140733065,0,0,0,0,0,0,0,0,0,0,0,0.804914243965927,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,medium,A_3,0.132797817122797,0,0,0,0,0,0.0875455728869113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779656609990292,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,medium,A_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,short,A_1,0,0,0,0,0,0,0.0531072178700858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946892782129914,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,short,A_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,short,A_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,xlong,A_1,0.161160874183873,0,0,0,0,0,0.412033799752807,0,0,0,0,0,0.245327764169814,0,0,0,0,0,0.0662276591149208,0,0,0,0,0,0.109017372723515,0,0,0,0,0,0.00623253005507108,0,0,0,0,0
A_1,A_5,xlong,A_2,0.15399472590064,0,0,0,0,0,0.18294269430693,0,0,0,0,0,0.274504931340436,0,0,0,0,0,0.0556525859039607,0,0,0,0,0,0.309259695174739,0,0,0,0,0,0.0236453673732939,0,0,0,0,0
A_1,A_5,xlong,A_3,0.133517907787525,0,0,0,0,0,0.345129204970849,0,0,0,0,0,0.181595104631543,0,0,0,0,0,0.0673019416404591,0,0,0,0,0,0.265420206744896,0,0,0,0,0,0.00703563422472797,0,0,0,0,0
A_1,A_5,xlong,A_4,0.0387554136794904,0,0,0,0,0,0.198455480700587,0,0,0,0,0,0.332072759804011,0,0,0,0,0,0.153696518218727,0,0,0,0,0,0.277019827597185,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,xlong,A_5,0.231491180379304,0,0,0,0,0,0.190761625258706,0,0,0,0,0,0.415061296979015,0.0215003869295381,0,0,0,0,0.055263844584213,0,0,0,0,0,0.0710486944855743,0,0,0,0,0,0.0121005674354134,0,0,0,0,0
A_1,A_5,xlong,A_6,0.133568686889346,0,0,0,0,0,0.163400953535846,0,0,0,0,0,0.66546065437261,0,0,0,0,0,0,0,0,0,0,0,0.0375697052021989,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,xlong,B_3,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
A_1,A_5,xlong,B_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A_1,A_5,xlong,B_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_5,xlong,B_6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_6,long,A_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816629043066943,0,0,0,0,0,0.183370956933057,0,0,0,0,0
A_1,A_6,long,A_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A_1,A_6,long,A_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_6,medium,A_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A_1,A_6,medium,A_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_6,xlong,A_1,0.0319311935490184,0,0,0,0,0,0.052508439254429,0,0,0,0,0,0.302795565060839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612764802135713,0,0,0,0,0
A_1,A_6,xlong,A_2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_6,xlong,A_3,0.38911624430414,0,0,0,0,0,0.107340521453277,0,0,0,0,0,0.110885526600196,0,0,0,0,0,0.0554427633000982,0,0,0,0,0,0,0,0,0,0,0,0.337214944342289,0,0,0,0,0
A_1,A_6,xlong,A_4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_6,xlong,A_6,0,0,0,0,0,0,0.987245102462071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,B_1,xlong,A_1,0.0534620021137776,0,0,0,0,0,0.564779440479369,0,0,0,0,0,0.33168451206744,0,0,0,0,0,0.0500740453394133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,B_1,xlong,A_2,0.228307741909046,0,0,0,0,0,0.334387072958111,0,0,0,0,0,0.317943486305634,0,0,0,0,0,0.0472540739184114,0,0,0,0,0,0.0453195989514406,0,0,0,0,0,0.0267880259573571,0,0,0,0,0
A_1,B_1,xlong,A_3,0.0333661595614398,0,0,0,0,0,0.291936382091343,0,0,0,0,0,0.299493375871527,0,0,0,0,0,0,0,0,0,0,0,0.37520408247569,0,0,0,0,0,0,0,0,0,0,0
A_1,B_1,xlong,A_4,0.11092599783737,0,0,0,0,0,0.756298097149242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132775905013388,0,0,0,0,0
A_1,B_1,xlong,A_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695968371004566,0,0,0,0,0,0,0,0,0,0,0.0697645380248697,0.234267090970564,0,0,0,0,0,0,0,0,0,0
