MicrotypeID,ModeTypeID,CostPerMeter
1,bus,0.06125031
1,bike,0.012250061999999999
2,bus,0.06094087
2,bike,0.012188174
3,bus,0.06627784
3,bike,0.013255568
4,bus,0.05990677
4,bike,0.011981354
5,bus,0.05739465
5,bike,0.01147893
6,bus,0.05960893
6,bike,0.011921786
