MicrotypeID,ModeTypeID,CostPerMeter
1,bus,0.07780214
1,bike,0.015560428000000001
2,bus,0.07734351
2,bike,0.015468701999999999
3,bus,0.08507822
3,bike,0.017015644
4,bus,0.07598200000000001
4,bike,0.0151964
5,bus,0.05641419
5,bike,0.011282838
6,bus,0.030048900000000003
6,bike,0.00600978
