TripPurposeID,OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,Portion
home,1,1,long,0.102401826746506
home,2,5,short,0.10613364264254302
home,2,6,xlong,0.5243725541733429
home,2,6,long,0.33501810168068297
home,2,6,medium,0.12369778234447198
home,2,6,short,0.0169115618015028
home,6,2,short,0.0520105326940257
home,6,2,medium,0.0780906924387102
home,6,2,xlong,0.5495040257097971
home,3,1,medium,0.29297584976576896
home,3,1,long,0.367643722890025
home,3,1,xlong,0.18643649336772897
home,3,1,short,0.152943933976477
home,3,2,xlong,0.30044197791454497
home,3,2,long,0.38170436728106105
home,3,2,medium,0.222867823813992
home,3,2,short,0.0949858309904022
home,6,1,short,0.0649336020833455
home,6,1,medium,0.0496043641201184
home,6,1,xlong,0.5929593398008921
home,3,3,medium,0.245178701271732
home,3,3,short,0.376290041665323
home,3,3,xlong,0.16327895916559698
home,3,3,long,0.21525229789734804
home,6,1,long,0.292502693995644
home,3,4,xlong,0.455595682323299
home,2,5,long,0.31402691531131105
home,2,5,medium,0.21044521313801698
home,2,5,xlong,0.36939422890813
home,6,3,xlong,0.48167743640057104
home,1,6,long,0.373502144678464
home,1,6,medium,0.101962848515659
home,1,6,short,0.00028763115912777205
home,2,1,short,0.270861676793516
home,2,1,medium,0.33420283886388696
home,2,1,xlong,0.10843246644542402
home,2,1,long,0.28650301789717303
home,6,4,short,0.106782983662249
home,6,4,medium,0.15050791984299697
home,2,2,short,0.38971467426033707
home,2,2,xlong,0.107332390811629
home,2,2,long,0.22080984424696698
home,3,4,long,0.352430877635535
home,2,2,medium,0.282143090681067
home,6,4,xlong,0.502367191777471
home,2,3,medium,0.27647134739823603
home,2,3,xlong,0.234818475398505
home,2,3,long,0.37801105839676
home,2,3,short,0.1106991188065
home,2,4,long,0.36221115030657997
home,2,4,medium,0.28720882619128396
home,2,4,xlong,0.210518965292771
home,2,4,short,0.14006105820936599
home,6,3,short,0.0336865450619174
home,6,3,medium,0.116113535438277
home,6,3,long,0.368522483099234
home,6,4,long,0.240341904717284
home,1,6,xlong,0.5242473756467501
home,3,4,medium,0.14674389400441198
home,3,5,xlong,0.48334650093020604
home,4,4,long,0.284768503934554
home,5,4,short,0.0358903860160347
home,5,4,long,0.462895524964353
