OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,From,1,2,3,4,5,6
1,1,long,1,0.22737665611536603,0.401431285472753,0.34153038461072804,0.007265893300951979,0.0196554079758981,0.000667275943559653
1,5,long,4,0.0,0.39276451972854703,0.00610488157884112,0.0,0.6011305986926121,0.0
1,5,long,3,0.0917053496952938,0.258724991052742,0.0277897672280961,0.0257414495213171,0.532986713565561,0.0630517289369905
1,5,long,2,0.022786613380807997,0.00440362619985775,0.19275347920642302,0.0351426798564744,0.7284019820987859,0.0165116192576507
1,5,long,1,0.0272649021158087,0.5835228462822671,0.12421877917341,0.0262735771173516,0.22681828721710498,0.011901608094056998
1,4,xlong,6,0.0,0.0265584536829772,0.23920606750647302,0.387493487803685,0.33088439283861,0.0
1,4,xlong,5,0.0393238607809905,0.26393753633068395,0.165191462344526,0.46997573855975205,0.0328633624235422,0.0274518909106325
1,4,xlong,4,0.00029179537612256,0.11806652743007301,0.404369765799117,0.104504065012222,0.318639793903782,0.0475120396005849
1,4,xlong,3,0.0108824990140572,0.26195766909694695,0.0783558471229289,0.453027110542387,0.170662072715465,0.0167136492899479
1,4,xlong,2,0.0510770392646883,0.0933423113386498,0.38639180678637103,0.34480948153413,0.11827444512014698,0.00610491595601389
1,4,xlong,1,0.0373381327993564,0.582531476652952,0.27622928963153603,0.0487404576907441,0.0488452418347014,0.00631540139071034
1,4,short,5,0.0,0.0,0.0,1.0,0.0,0.0
1,4,short,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,short,3,0.0,1.0,0.0,0.0,0.0,0.0
1,4,short,2,0.0,0.0,0.0,1.0,0.0,0.0
1,4,short,1,0.0,0.487014205022119,0.12901403792692098,0.38246177959708794,0.00150997745387204,0.0
1,4,medium,5,0.0,0.579705064637753,0.0,0.420294935362247,0.0,0.0
1,4,medium,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,medium,3,0.0,0.32406971621589503,0.0,0.675930283784105,0.0,0.0
1,4,medium,2,0.0,0.0,0.0110408663986516,0.9263174274500542,0.0626417061512946,0.0
1,4,medium,1,0.0,0.47677699728561207,0.0724859652977644,0.365063860347052,0.0856731770695718,0.0
1,4,long,6,0.0,0.0,0.9503730775997951,0.0,0.0496269224002048,0.0
1,4,long,5,0.0325670366240729,0.19694571375324696,0.0948222056430891,0.5462834398304209,0.12938160414917,0.0
1,4,long,4,0.0,0.9656543207212479,0.0042445577876579705,0.00366534458950789,0.0,0.0
1,4,long,3,0.0267452443010743,0.27954739874646506,0.0221970656829384,0.646057247327765,0.021048297965593998,0.0
1,4,long,2,0.00336502214686535,0.0067460206431455795,0.333825273125301,0.6439239149305501,0.0116445420157306,0.000495227138407088
1,4,long,1,0.0025934983807109897,0.613610376721729,0.227290714876319,0.11271206497700699,0.0360275104543076,0.0077658345899267595
1,3,xlong,6,0.00391832581201467,0.0567452219446576,0.52805810362701,0.0188089106523628,0.323463785784762,0.0
1,5,long,5,0.0198130456933367,0.123940981760849,0.00989578955161913,0.6840932599183139,0.12283264903268801,0.0
1,5,long,6,0.0,0.0,0.0424122413255575,0.0,0.957587758674443,0.0
