MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,VehicleRevenueHours,VehicleRevenueMiles,DirectionalRouteMiles,Headway,VehicleCapacity,VehicleSize,StopSpacing,SpeedInMetersPerSecond,CoveragePortion,coveragePortion
1,2.8694963,3990,A,98415334.0,2100193789.0,17518.18,131.5243686971974,,,,9.484492139992918,0.0,1.0
2,2.4753756,3990,A,98415334.0,2100193789.0,17518.18,131.5243686971974,,,,9.484492139992918,0.0,1.0
3,2.5128943,3990,A,98415334.0,2100193789.0,17518.18,131.5243686971974,,,,9.484492139992918,0.0,0.9741850333475198
4,2.038843,3990,A,98415334.0,2100193789.0,17518.18,131.5243686971974,,,,9.484492139992918,0.0,1.0
5,2.310196,3990,A,98415334.0,2100193789.0,17518.18,131.5243686971974,,,,9.484492139992918,0.0,1.0
6,3.09265,3990,A,98415334.0,2100193789.0,17518.18,131.5243686971974,,,,9.484492139992918,0.0,1.0
