MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,DirectionalRouteMiles,SeniorFareDiscount,Headway,VehicleCapacity,VehicleSize,StopSpacing,PopulationMicrotypeID,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,coveragePortion,PassengerWait,PassengerWaitDedicated,MinStopTime,CoveragePortion
1,2.4427197,2004,A,41200.289972218,0.5,1330.0562980237796,40.0,3.0,400.0,21190850,121979.525936942,1338178.3383488,0.0,6.0,3.0,7.0,0.7839036398970907
2,2.0591331000000004,2004,A,48631.52869654349,0.5,1330.0562980237828,40.0,3.0,400.0,25013014,143980.80256214802,1579543.69511441,0.0,6.0,3.0,7.0,0.3967988149957794
3,2.0707642,2004,A,30047.3191667179,0.5,1330.056298023781,40.0,3.0,400.0,15454460,88959.5133942917,975931.763137296,0.0,6.0,3.0,7.0,0.1670929778346417
4,1.9143464,2004,A,16618.5154132323,0.5,1330.0562980237848,40.0,3.0,400.0,8547524,49201.5622523226,539766.5248593839,0.0,6.0,3.0,7.0,0.2329774225636632
5,1.9132631,2004,A,22425.038530781,0.5,1330.0562980237787,40.0,3.0,400.0,11534036,66392.6290554469,728361.397911609,0.0,6.0,3.0,7.0,0.1690053549061891
6,2.1553511000000003,2004,A,1557.2482205073402,0.5,1330.0562980237803,40.0,3.0,400.0,800951,4610.46268926066,50579.1546011042,0.0,6.0,3.0,7.0,0.0476663383259622
