TimePeriodID,PopulationGroupTypeID,TripPurposeID,TripGenerationRatePerHour
0,HighIncVeh,home,0.0099494640708869
0,HighIncVeh,leisure,0.0012233988676291
0,LowIncVeh,home,0.0117417131938351
0,HighIncVeh,work,0.0001453511508117
0,HighIncVehSenior,home,0.0021704175481628
0,LowIncVehSenior,home,0.0021795913626053
0,HighIncVeh,other,0.0005687550168585
0,LowIncNoVeh,other,0.0051628620870742
0,LowIncVeh,work,4.28764584207193e-05
0,LowIncVeh,leisure,0.0005450304127795
0,HighIncVehSenior,work,0.0001824810084956
0,HighIncVehSenior,leisure,0.0002272893851583
0,LowIncVeh,other,0.0002192255860195
0,LowIncNoVeh,home,0.0079452730303548
0,HighIncVeh,medical,1.5266357414424e-05
0,LowIncVehSenior,leisure,5.9273211636415e-05
0,LowIncNoVeh,leisure,0.0006043616982163
1,LowIncVeh,home,0.0040709454316613
1,HighIncVeh,leisure,0.0004047824202727
1,HighIncVehSenior,home,0.0012957071287459
1,HighIncVeh,home,0.0047048648101834
1,HighIncVeh,work,0.000447187560108
1,LowIncVeh,work,0.0003397812315284
1,LowIncVeh,leisure,0.0012374951681063
1,HighIncVeh,other,0.0003322587641138
1,LowIncNoVeh,home,0.0179775299458545
1,LowIncVehSenior,home,0.0002176178762145
1,LowIncVehSenior,leisure,3.89987851133083e-05
1,HighIncVehSenior,leisure,0.0001679734677166
1,HighIncNoVeh,home,0.0190225225998108
1,LowIncNoVeh,leisure,0.0017564864130056
2,HighIncVehSenior,leisure,0.0006566954035679
2,HighIncVeh,home,0.0021768401924055
2,LowIncNoVeh,home,0.0007393660986633
2,HighIncNoVeh,home,0.0178774479250136
2,LowIncVeh,home,0.0029733449553083
2,LowIncVeh,leisure,0.0018183977082468
2,HighIncVehSenior,home,0.0004378668113254
2,HighIncVeh,leisure,0.0001661714195614
2,HighIncVeh,work,0.0002042663924761
2,LowIncVehSenior,work,0.0001424108179743
3,LowIncVeh,home,0.0015379249336969
3,HighIncVeh,home,0.0008383744306878
3,HighIncVeh,work,0.0002606023203305
3,LowIncVeh,work,4.56335723103162e-05
3,HighIncVehSenior,leisure,0.0001827390914689
3,HighIncVeh,other,2.76737523517411e-05
3,HighIncVeh,leisure,1.5643434410335e-05
3,HighIncNoVeh,home,0.0190225225998108
4,HighIncVehSenior,home,0.0019905904383029
4,HighIncVeh,work,0.0103172113308263
4,LowIncVeh,work,0.0142821433741317
4,HighIncVeh,other,0.0015124217758404
4,HighIncVeh,home,0.0016350534394659
4,HighIncVeh,leisure,0.0037061026106973
4,LowIncNoVeh,leisure,0.0059991454571684
4,LowIncNoVeh,work,0.0065151605198522
4,LowIncVeh,leisure,0.0019334448056493
4,LowIncVehSenior,school,0.0002825690950522
4,HighIncVehSenior,work,0.0065983540970997
4,LowIncVehSenior,medical,0.0001519965980554
4,LowIncVehSenior,other,0.0002408383176826
4,LowIncVehSenior,leisure,0.0016259037197338
