OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,From,A_1,B_1,C_1,A_2,B_2,C_2,A_3,B_3,C_3,A_4,B_4,C_4,A_5,B_5,C_5,A_6,B_6,C_6
A_1,C_2,xlong,A_2,0.0135097631240667,0.0,0.0,0.458187110360906,0.0,0.0,0.51479336339096,0.0,0.0,0.0135097631240667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_1,C_2,xlong,A_3,0.0,0.0,0.0,0.345618630762805,0.0,0.0,0.468741419603032,0.0,0.0,0.0146964048832425,0.0,0.0,0.0146964048832425,0.0,0.156247139867677,0.0,0.0,0.0
A_1,C_2,xlong,A_4,0.0,0.0,0.0,0.614645444362637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385354555637363,0.0,0.0
A_1,C_2,xlong,A_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385354555637363,0.614645444362637,0.0,0.0,0.0
A_1,C_2,xlong,A_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A_1,C_2,xlong,B_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_1,C_2,xlong,B_3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
A_1,C_2,xlong,B_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
A_1,C_2,xlong,C_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_1,C_2,xlong,C_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387787929027313,0.0,0.0,0.376293360407177,0.0,0.0,0.235918710565509,0.0,0.0,0.0
A_1,C_2,xlong,C_4,0.0,0.0,0.0,0.0,0.0,0.614645444362637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385354555637363
A_1,C_2,xlong,C_5,0.0,0.0,0.0,0.0,0.0,0.873738238832435,0.0,0.0,0.126261761167565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_1,C_2,xlong,C_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A_1,C_3,xlong,A_1,0.333333333333333,0.0,0.0,0.333333333333333,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_1,C_3,xlong,A_2,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_1,C_4,xlong,A_4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
A_1,C_4,xlong,A_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_1,C_4,xlong,A_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_1,C_3,xlong,C_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
