OriginMicrotypeID,DestinationMicrotypeID,TransitLayer,Portion
1,3,nobus_rail_nobike,0.0082488703898676
1,6,bus_norail_nobike,0.28762343086237896
1,1,bus_norail_nobike,0.130329172592341
1,2,bus_norail_nobike,0.539490765640393
1,1,bus_rail_nobike,0.0283464264782544
1,3,bus_norail_nobike,0.496175770694575
1,2,bus_rail_nobike,0.0309107788669931
1,4,nobus_norail_nobike,0.301117652861497
1,4,bus_norail_nobike,0.4519058380114221
1,4,bus_rail_nobike,0.0105145666891641
1,5,bus_norail_nobike,0.39852473415405604
1,5,bus_norail_bike,0.10375952940234101
1,2,bus_norail_bike,0.340277602020011
1,3,bus_norail_bike,0.194405473488971
1,5,bus_rail_nobike,0.0695111087858186
1,4,bus_norail_bike,0.236461942437917
1,2,nobus_norail_nobike,0.0502934223559731
1,5,nobus_norail_nobike,0.276462684531722
1,3,nobus_norail_nobike,0.26308901685500197
1,3,bus_rail_nobike,0.007050030691185059
1,5,nobus_rail_nobike,0.15174194312606198
1,6,bus_rail_nobike,0.0257200897441938
1,6,nobus_rail_nobike,0.0275165604734224
1,1,bus_rail_bike,0.393519438766134
1,2,bus_rail_bike,0.0390274311166302
1,1,bus_norail_bike,0.44780496216327104
1,6,nobus_norail_nobike,0.659139918920005
1,3,bus_rail_bike,0.0310308378803991
2,6,bus_norail_nobike,0.17596510411695399
2,5,nobus_rail_nobike,0.0133935812270717
2,5,bus_norail_nobike,0.667224282495884
2,2,nobus_norail_nobike,0.0410858883377641
2,4,bus_norail_nobike,0.638003375213564
2,5,bus_rail_nobike,0.0213301303739811
2,3,bus_rail_nobike,0.0346014082422407
2,3,nobus_norail_nobike,0.0861824261510576
2,4,bus_rail_nobike,0.0356462998273651
2,3,bus_rail_bike,0.0176775385026589
2,3,nobus_rail_nobike,0.00581450927901083
2,1,bus_rail_bike,0.0311962020474549
2,3,nobus_rail_bike,0.00216048462864362
2,5,bus_rail_bike,0.000666885345291905
2,4,bus_rail_bike,0.0104479262927762
2,1,bus_norail_bike,0.273825234962453
2,5,bus_norail_bike,0.0108072110665676
2,6,nobus_norail_nobike,0.7113910836766949
2,4,bus_norail_bike,0.0993679052818285
2,3,nobus_norail_bike,0.00852204222508635
2,2,nobus_norail_bike,0.000203516181062251
2,2,bus_norail_bike,0.0784732633365331
2,1,bus_rail_nobike,0.0194414380701464
2,2,bus_rail_bike,0.00474423078190387
2,3,bus_norail_bike,0.0779686145843418
2,4,nobus_rail_nobike,0.0019798306095300104
2,4,nobus_norail_nobike,0.21455466277493696
2,6,bus_rail_nobike,0.0
2,1,nobus_norail_nobike,0.0572454659900641
2,1,bus_norail_nobike,0.618291658929882
2,2,nobus_rail_nobike,0.0006852841685140611
2,2,bus_rail_nobike,0.0319004501840414
2,3,bus_norail_nobike,0.76707297638696
2,5,nobus_norail_nobike,0.286577909491204
2,6,nobus_rail_nobike,0.11264381220635099
2,2,bus_norail_nobike,0.842907367010181
3,2,bus_norail_bike,0.074390557078992
3,5,bus_norail_bike,0.0302063974218538
3,5,nobus_norail_bike,0.00020295717009210902
3,3,nobus_rail_bike,0.00013189527539
3,5,bus_rail_nobike,0.0500648225300495
3,3,bus_norail_bike,0.0769533925440441
3,6,nobus_rail_nobike,0.29577215838428306
3,2,nobus_rail_nobike,0.0123402689637379
3,6,bus_norail_nobike,0.10605432276398599
3,1,bus_rail_bike,0.0210716820272101
3,4,bus_rail_bike,0.0072280428621769
3,5,nobus_norail_nobike,0.44872695712627997
3,5,nobus_rail_nobike,0.0725847317767731
3,3,nobus_norail_nobike,0.21928574511458
3,2,nobus_norail_bike,0.00767333516479714
3,3,nobus_norail_bike,0.0251689225990783
3,3,nobus_rail_nobike,0.0468769871894267
3,4,nobus_norail_nobike,0.305058686225298
3,1,nobus_norail_nobike,0.21214511119957605
3,1,bus_norail_bike,0.196717203310173
3,4,bus_norail_bike,0.0397010433293835
3,4,nobus_rail_nobike,0.0279462797559768
3,4,bus_rail_nobike,0.0285322735227099
3,4,nobus_rail_bike,0.0016286077247768401
3,6,nobus_norail_nobike,0.488622072862983
3,6,bus_rail_nobike,0.109551445988747
3,5,bus_norail_nobike,0.397634270280408
3,4,bus_norail_nobike,0.589905066579678
3,3,bus_norail_nobike,0.543568828157607
3,2,bus_rail_nobike,0.041245550753691004
3,2,nobus_norail_nobike,0.0775055207497503
3,2,bus_rail_bike,0.00342207985767602
3,3,bus_rail_nobike,0.0818653861755647
3,1,bus_rail_nobike,0.00710810362161353
3,1,nobus_rail_nobike,0.0033423479410496604
3,1,bus_norail_nobike,0.5596155519003779
3,2,bus_norail_nobike,0.783422687431356
3,5,bus_rail_bike,0.000579863694543211
3,3,bus_rail_bike,0.00614884294430826
4,3,bus_rail_nobike,0.0373562018857514
4,5,bus_norail_nobike,0.38959222884940403
4,3,bus_norail_nobike,0.616266545171465
4,5,bus_rail_bike,0.000361833978375046
4,4,bus_rail_nobike,0.0113036411438506
4,2,bus_rail_nobike,0.0105488135839396
4,5,nobus_rail_nobike,0.0213052440536739
4,3,bus_rail_bike,0.00807276887953994
4,4,bus_norail_nobike,0.7124026865847559
4,3,nobus_rail_nobike,0.0257479656141054
4,5,bus_norail_bike,0.0107380603355547
4,2,bus_rail_bike,0.017557117393674
4,3,bus_norail_bike,0.0468516132827272
4,3,nobus_rail_bike,0.00080592080386549
4,4,bus_rail_bike,0.0049610727528974895
4,1,bus_norail_bike,0.223509120038817
4,4,nobus_norail_nobike,0.239964624097545
4,4,bus_norail_bike,0.0297384246778517
4,4,nobus_rail_nobike,0.00162955074309955
4,2,bus_norail_bike,0.11031026131570698
4,5,nobus_norail_nobike,0.554478921103714
4,2,nobus_norail_nobike,0.18499515221404803
4,6,bus_norail_nobike,0.0
4,2,bus_norail_nobike,0.6749917562646279
4,5,nobus_norail_bike,0.00460764850024571
4,1,nobus_norail_nobike,0.316598647886061
4,2,nobus_rail_nobike,0.00159689922800416
4,1,bus_norail_nobike,0.44013833968541294
4,3,nobus_norail_nobike,0.264898984362545
4,1,bus_rail_nobike,0.0197538923897093
4,6,nobus_norail_nobike,1.0
4,5,bus_rail_nobike,0.0189160631790323
5,3,nobus_norail_nobike,0.4700193731541029
5,5,nobus_norail_nobike,0.578057939409321
5,6,nobus_rail_nobike,0.227742566058047
5,3,bus_rail_bike,0.0008524212570172099
5,3,nobus_rail_nobike,0.0775654911778574
5,5,nobus_rail_nobike,0.136059584129487
5,5,bus_norail_nobike,0.24128816237304002
5,1,bus_norail_bike,0.0649073667694185
5,5,bus_rail_nobike,0.0275926064723197
5,2,nobus_norail_nobike,0.296658969724983
5,2,bus_rail_bike,0.000576303163283068
5,6,nobus_norail_nobike,0.7301653880207192
5,4,nobus_norail_nobike,0.49559245805634
5,5,bus_rail_bike,0.000773064444478394
5,4,bus_norail_bike,0.009995288911211809
5,1,nobus_norail_nobike,0.247414129737716
5,4,bus_rail_nobike,0.0131595387081953
5,2,bus_norail_nobike,0.6627552703164411
5,2,bus_rail_nobike,0.021480901911215
5,4,bus_norail_nobike,0.462149042442503
5,4,nobus_rail_nobike,0.0183933443014086
5,6,bus_norail_nobike,0.0420920459212344
5,1,bus_norail_nobike,0.467637367587026
5,3,bus_norail_nobike,0.401309880482471
5,4,bus_rail_bike,0.000710327580341453
5,3,bus_norail_bike,0.0155140957007703
5,3,bus_rail_nobike,0.0343440039811016
5,1,bus_rail_nobike,0.0784459261648768
5,1,nobus_rail_nobike,0.141595209740962
5,5,nobus_norail_bike,0.00561593010072269
5,5,nobus_rail_bike,0.0018364007537744898
5,3,nobus_norail_bike,0.000394734246679926
5,5,bus_norail_bike,0.00877631231685673
5,2,bus_norail_bike,0.0111932759730479
5,2,nobus_rail_nobike,0.0073352789110297705
6,6,bus_rail_nobike,0.0416878974516618
6,3,bus_rail_nobike,0.0185720589711822
6,2,bus_rail_nobike,0.0453495060385269
6,1,bus_rail_nobike,0.0236396010104104
6,1,nobus_norail_nobike,0.9763603989895899
6,6,nobus_rail_nobike,0.5126925227924379
6,4,nobus_norail_nobike,0.445589865772326
6,3,nobus_norail_nobike,0.4143155527218971
6,5,nobus_norail_nobike,0.7980361989409591
6,4,bus_norail_nobike,0.5544101342276739
6,2,bus_norail_nobike,0.12630058397253302
6,2,nobus_norail_nobike,0.725757145045097
6,3,nobus_rail_nobike,0.567112388306921
6,5,nobus_rail_nobike,0.162727078847041
6,5,bus_norail_nobike,0.0392367222120005
6,6,bus_norail_nobike,0.0026831802123347
6,6,nobus_norail_nobike,0.442936399543565
6,2,nobus_rail_nobike,0.10259276494384299
