MicrotypeID,Mode,CostPerMeter
2,bus,0.05306579
2,bike,0.010613158000000001
3,bus,0.03318774
3,bike,0.006637548
4,bus,0.05827094
4,bike,0.011654188000000001
5,bus,0.05723445
5,bike,0.01144689
6,bus,0.03019381
6,bike,0.006038762
