MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,VehicleRevenueHours,VehicleRevenueMiles,DirectionalRouteMiles,Headway,VehicleCapacity,VehicleSize,StopSpacing,SpeedInMetersPerSecond,CoveragePortion,coveragePortion,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,3.1269672,3580,B,7870743.0,163429269.0,4635.92,447.28332328280806,,,,9.228510023344258,0.0,1.0,149.16666666666666,0.0,0.0
2,2.5762055,3580,B,7870743.0,163429269.0,4635.92,447.28332328280806,,,,9.228510023344258,0.0,0.3073908133321505,149.16666666666666,0.0,0.0
3,2.9988360000000003,3580,B,7870743.0,163429269.0,4635.92,447.28332328280806,,,,9.228510023344258,0.0,0.18480331624803087,149.16666666666666,0.0,0.0
4,5.0365679000000005,3580,B,7870743.0,163429269.0,4635.92,447.28332328280806,,,,9.228510023344258,0.0,0.5588310005705679,149.16666666666666,0.0,0.0
5,2.4719605,3580,B,7870743.0,163429269.0,4635.92,447.28332328280806,,,,9.228510023344258,0.0,0.1912204475718045,149.16666666666666,0.0,0.0
6,2.3952569,3580,B,7870743.0,163429269.0,4635.92,447.28332328280806,,,,9.228510023344258,0.0,0.10663469726228142,149.16666666666666,0.0,0.0
