MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,DirectionalRouteMiles,SeniorFareDiscount,Headway,VehicleCapacity,VehicleSize,StopSpacing,PopulationMicrotypeID,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,coveragePortion,PassengerWait,PassengerWaitDedicated,MinStopTime,CoveragePortion,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,1.914624,1761,B,14512.3903442572,0.5,2017.238981944503,40.0,3.0,400.0,6814388,23591.0576266608,310788.79026399803,0.0,6.0,3.0,7.0,0.3488464196476441,73.375,0.0,0.0
2,1.8620512,1761,B,49685.1823331299,0.5,2017.2389819445007,40.0,3.0,400.0,23330003,80767.2596868815,1064028.55388121,0.0,6.0,3.0,7.0,0.32944417953582017,73.375,0.0,0.0
3,1.860165,1761,B,32306.1298400794,0.5,2017.2389819445086,40.0,3.0,400.0,15169555,52516.21219334741,691849.018179355,0.0,6.0,3.0,7.0,0.128783066351148,73.375,0.0,0.0
4,1.8798035,1761,B,14183.9378954645,0.5,2017.2389819445086,40.0,3.0,400.0,6660161,23057.131756195697,303754.846385832,0.0,6.0,3.0,7.0,0.1709784510119506,73.375,0.0,0.0
5,1.9333829,1761,B,32380.0016659677,0.5,2017.2389819445082,40.0,3.0,400.0,15204242,52636.2967872825,693431.013623097,0.0,6.0,3.0,7.0,0.13355964751208216,73.375,0.0,0.0
6,1.5637879,1761,B,11269.517921101298,0.5,2017.2389819445048,40.0,3.0,400.0,5291676,18319.5077030568,241341.347529526,0.0,6.0,3.0,7.0,0.025921966552668985,73.375,0.0,0.0
