MicrotypeID,CostPerVehicleMile,Mode,CostPerPassengerMile
D_5,0.398075630023458,freight_combo,0.0
D_6,0.342653901325003,freight_single,0.0
D_6,0.338747378214693,auto,0.0
D_6,0.342653901325003,freight_combo,0.0
D_6,0.298751387642622,bus,0.0
E_1,0.294781341319121,freight_single,0.0
E_1,0.294781341319121,freight_combo,0.0
E_1,0.532781001440097,bus,0.0
E_1,0.320699450684415,auto,0.0
E_2,0.321591599727662,auto,0.0
E_2,0.296007042882813,freight_combo,0.0
E_2,0.296007042882813,freight_single,0.0
E_2,0.550499982687287,bus,0.0
E_3,0.621686175557476,bus,0.0
E_3,0.329022713109255,auto,0.0
E_3,0.345945732309239,freight_combo,0.0
E_3,0.345945732309239,freight_single,0.0
E_4,0.32299557496848,auto,0.0
E_4,0.302853454621037,freight_combo,0.0
E_4,0.562390887235953,bus,0.0
E_4,0.302853454621037,freight_single,0.0
E_5,0.339566925765201,auto,0.0
E_5,0.8509974834283,bus,0.0
E_5,0.374759019549146,freight_combo,0.0
E_5,0.374759019549146,freight_single,0.0
E_6,0.312476229457772,freight_combo,0.0
E_6,0.335458097464417,auto,0.0
E_6,0.285384527979085,bus,0.0
E_6,0.312476229457772,freight_single,0.0
F_1,2.24166576068747,bus,0.0
F_1,0.806633236670682,freight_single,0.0
F_1,0.806633236670682,freight_combo,0.0
F_1,0.411883808709931,auto,0.0
F_2,1.04388344004562,freight_single,0.0
F_2,0.459040972471483,auto,0.0
F_2,1.04388344004562,freight_combo,0.0
F_2,3.07286178604871,bus,0.0
F_3,0.894125168142352,freight_single,0.0
F_3,2.04769035311872,bus,0.0
F_3,0.415343253059733,auto,0.0
F_3,0.894125168142352,freight_combo,0.0
F_4,0.374149894185405,auto,0.0
F_4,0.546406094591847,freight_single,0.0
F_4,0.546406094591847,freight_combo,0.0
F_4,1.40318843877631,bus,0.0
F_5,0.66808862556521,freight_single,0.0
F_5,1.79065505588436,bus,0.0
F_5,0.390756754409746,auto,0.0
F_5,0.66808862556521,freight_combo,0.0
F_6,0.333565397170654,auto,0.0
F_6,0.288517851629543,freight_combo,0.0
F_6,0.273755991803434,bus,0.0
F_6,0.288517851629543,freight_single,0.0
