MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,DirectionalRouteMiles,SeniorFareDiscount,Headway,VehicleCapacity,VehicleSize,StopSpacing,PopulationMicrotypeID,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,coveragePortion,PassengerWait,PassengerWaitDedicated,MinStopTime,CoveragePortion,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,2.0983346000000003,1529,F,186.154430216274,0.5,1770.023613585324,40.0,3.0,400.0,115303,331.310949969318,4543.369548078279,0.0,6.0,3.0,7.0,0.2202606131360675,63.708333333333336,0.0,0.0
2,2.3135352000000005,1529,F,4414.8740695302895,0.5,1770.0236135853204,40.0,3.0,400.0,2734548,7857.433853557141,107751.421133521,0.0,6.0,3.0,7.0,0.3093014678222435,63.708333333333336,0.0,0.0
3,2.4400459,1529,F,3677.946118672221,0.5,1770.0236135853227,40.0,3.0,400.0,2278099,6545.87602936744,89765.6229595724,0.0,6.0,3.0,7.0,0.11007591294094267,63.708333333333336,0.0,0.0
4,2.4130937,1529,F,1995.90297311691,0.5,1770.0236135853256,40.0,3.0,400.0,1236251,3552.23622291284,48712.9142102228,0.0,6.0,3.0,7.0,0.21222317716379704,63.708333333333336,0.0,0.0
5,2.4109081000000003,1529,F,9249.487203832081,0.5,1770.0236135853238,40.0,3.0,400.0,5729080,16461.9041763894,225747.184466183,0.0,6.0,3.0,7.0,0.07109983586315521,63.708333333333336,0.0,0.0
6,2.1450151,1529,F,899.225204632223,0.5,1770.023613585321,40.0,3.0,400.0,556975,1600.40863081759,21946.8986413268,0.0,6.0,3.0,7.0,0.004755375736130846,63.708333333333336,0.0,0.0
