MicrotypeID,PerStartCost,DailyCostPerVehicle,DirectionalRouteMiles,PopulationMicrotypeID,SpeedInMetersPerSecond,StopSpacingKM,Headway,VehicleCapacity,VehicleSize,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,CoveragePortion,StopSpacing,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,2.901597,4212,,,,,7200.0,,,,,,1200.0,210.6,0.0,0.0
2,2.560273,4212,,11648.0,,0.9012916,7200.0,,,,,,1200.0,210.6,0.0,0.0
3,2.639381,4212,,154.0,,,7200.0,,,,,,1200.0,210.6,0.0,0.0
4,2.521363,4212,,10412.0,,,7200.0,,,,,,1200.0,210.6,0.0,0.0
5,2.437784,4212,,25035.0,,0.9698728,7200.0,,,,,,1200.0,210.6,0.0,0.0
6,2.753173,4212,,21572.0,,1.0930939,7200.0,,,,,,1200.0,210.6,0.0,0.0
