MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,DirectionalRouteMiles,SeniorFareDiscount,Headway,VehicleCapacity,VehicleSize,StopSpacingKM,PopulationMicrotypeID,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,CoveragePortion,StopSpacing,PassengerWait,PassengerWaitDedicated,MinStopTime,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,2.4427197,2004,A,50669.475510671,0.5,266.0112596047564,40.0,3.0,,5669015,150014.444229223,1645735.85743199,0.8432928354595827,400.0,6.0,3.0,7.0,100.2,0.0,0.0
2,2.0591331,2004,A,53575.0033828997,0.5,266.0112596047564,40.0,3.0,,5994092,158616.687385522,1740106.90342965,0.7352649189198248,400.0,6.0,3.0,7.0,100.2,0.0,0.0
3,2.0707642,2004,A,34733.4536942611,0.5,266.0112596047562,40.0,3.0,,3886057,102833.504779593,1128136.60731619,0.3363017113591954,400.0,6.0,3.0,7.0,100.2,0.0,0.0
4,1.9143464,2004,A,5657.40313399433,0.5,266.011259604756,40.0,3.0,,632963,16749.5751312462,183751.481611484,0.6136218343135027,400.0,6.0,3.0,7.0,100.2,0.0,0.0
5,1.9132631,2004,A,15699.853883988,0.5,266.01125960475525,40.0,3.0,,1756535,46481.7295057746,509928.556254359,0.3050385270312889,400.0,6.0,3.0,7.0,100.2,0.0,0.0
6,2.1553511,2004,A,144.750394185818,0.5,266.01125960475576,40.0,3.0,,16195,428.554859052634,4701.46792892788,0.0307703121613028,400.0,6.0,3.0,7.0,100.2,0.0,0.0
