MicrotypeID,PerStartCost,DailyCostPerVehicle,DirectionalRouteMiles,PopulationMicrotypeID,SpeedInMetersPerSecond,StopSpacingKM,Headway,VehicleCapacity,VehicleSize,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,CoveragePortion,StopSpacing,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,2.8694963,3990,5531.13985773877,5669015.0,9.484492139992907,0.4631395,48006.39457447708,,,85132.5342532336,1816737.41696056,1.0,1200.0,199.5,0.0,0.0
2,2.4753756,3990,5848.31071573335,5994092.0,9.484492139992916,0.7413098,48006.39457447704,,,90014.2692349612,1920914.16535394,1.0,1200.0,199.5,0.0,0.0
3,2.5128943,3990,3791.54487369407,3886057.0,9.4844921399929,0.6308624,48006.39457447724,,,58357.5595870743,1245356.58422874,1.0,1200.0,199.5,0.0,0.0
4,2.038843,3990,617.568815353974,632963.0,9.484492139992932,0.5682079,48006.39457447702,,,9505.30987808808,202844.332860578,1.0,1200.0,199.5,0.0,0.0
5,2.310196,3990,1713.81461329934,1756535.0,9.48449213999294,0.9951305,48006.394574476944,,,26378.1761125175,562913.109014674,1.0,1200.0,199.5,0.0,0.0
6,3.09265,3990,15.8011241804933,16195.0,9.484492139992922,1.1073607,48006.39457447695,,,243.202988919789,5189.97788287318,0.167946182899212,1200.0,199.5,0.0,0.0
