PopulationGroupTypeID,TripPurposeID,Mode,Intercept,BetaWaitAccessTime,BetaTravelTime,BetaMonetaryCost,BikeShare_Bike,Intercept_Pooled,BetaWaitAccessTime_Pooled,BetaTravelTime_Pooled,BetaMonetaryCost_Pooled,BikeShare_Bike_Pooled,Intercept_Pooled_EW,BetaWaitAccessTime_Pooled_EW,BetaTravelTime_Pooled_EW,BetaMonetaryCost_Pooled_EW,BikeShare_Bike_Pooled_EW,BetaWaitTime,BetaAccessTime,BetaWaitTime_Pooled,BetaAccessTime_Pooled,BetaTravelTimeMixed,BetaTravelTimeMixed_Pooled
HighIncNoVehSenior,other,ridehail,-4.645,-0.031,-0.031,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
HighIncVehSenior,other,ridehail,-4.645,-0.031,-0.031,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
LowIncNoVehSenior,other,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.02,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
LowIncVehSenior,other,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.02,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
HighIncNoVehSenior,other,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.005,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
HighIncVehSenior,other,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.005,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
LowIncNoVehSenior,other,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.02,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
LowIncVehSenior,other,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.02,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
HighIncNoVehSenior,other,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.005,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
HighIncVehSenior,other,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.005,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
LowIncNoVeh,medical,auto,-3.964,-0.053,-0.053,-0.009000000000000001,0.0,-4.23,-0.038,-0.038,-0.008,0.0,-4.247,-0.038,-0.038,-0.02,0.0,-0.053,-0.053,-0.038,-0.038,0.0,
LowIncVeh,medical,auto,0.0,-0.053,-0.053,-0.009000000000000001,0.0,0.0,-0.038,-0.038,-0.008,0.0,0.0,-0.038,-0.038,-0.02,0.0,-0.053,-0.053,-0.038,-0.038,0.0,
HighIncNoVeh,medical,auto,-3.964,-0.031,-0.031,-0.009000000000000001,0.0,-4.23,-0.038,-0.038,-0.008,0.0,-4.247,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
HighIncVeh,medical,auto,0.0,-0.031,-0.031,-0.009000000000000001,0.0,0.0,-0.038,-0.038,-0.008,0.0,0.0,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
LowIncNoVeh,medical,bus,-4.39,-0.017,-0.017,-0.009000000000000001,0.0,-4.405,-0.018000000000000002,-0.018000000000000002,-0.008,0.0,-4.407,-0.018000000000000002,-0.018000000000000002,-0.02,0.0,-0.017,-0.017,-0.018000000000000002,-0.018000000000000002,0.0,
LowIncVeh,medical,bus,-4.39,-0.017,-0.017,-0.009000000000000001,0.0,-4.405,-0.018000000000000002,-0.018000000000000002,-0.008,0.0,-4.407,-0.018000000000000002,-0.018000000000000002,-0.02,0.0,-0.017,-0.017,-0.018000000000000002,-0.018000000000000002,0.0,
HighIncNoVeh,medical,bus,-4.39,-0.022000000000000002,-0.022000000000000002,-0.009000000000000001,0.0,-4.405,-0.018000000000000002,-0.018000000000000002,-0.008,0.0,-4.407,-0.018000000000000002,-0.018000000000000002,-0.005,0.0,-0.022000000000000002,-0.022000000000000002,-0.018000000000000002,-0.018000000000000002,0.0,
HighIncVeh,medical,bus,-4.39,-0.022000000000000002,-0.022000000000000002,-0.009000000000000001,0.0,-4.405,-0.018000000000000002,-0.018000000000000002,-0.008,0.0,-4.407,-0.018000000000000002,-0.018000000000000002,-0.005,0.0,-0.022000000000000002,-0.022000000000000002,-0.018000000000000002,-0.018000000000000002,0.0,
LowIncNoVeh,medical,ridehail,-4.645,-0.053,-0.053,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.02,0.0,-0.053,-0.053,-0.038,-0.038,0.0,
LowIncVeh,medical,ridehail,-4.645,-0.053,-0.053,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.02,0.0,-0.053,-0.053,-0.038,-0.038,0.0,
HighIncNoVeh,medical,ridehail,-4.645,-0.031,-0.031,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
HighIncVeh,medical,ridehail,-4.645,-0.031,-0.031,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
LowIncNoVeh,medical,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.02,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
LowIncVeh,medical,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.02,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
HighIncNoVeh,medical,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.005,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
HighIncVeh,medical,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.005,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
LowIncNoVeh,medical,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.02,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
LowIncVeh,medical,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.02,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
HighIncNoVeh,medical,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.005,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
HighIncVeh,medical,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.005,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
LowIncNoVehSenior,medical,auto,-3.964,-0.053,-0.053,-0.009000000000000001,0.0,-4.23,-0.038,-0.038,-0.008,0.0,-4.247,-0.038,-0.038,-0.02,0.0,-0.053,-0.053,-0.038,-0.038,0.0,
LowIncVehSenior,medical,auto,0.0,-0.053,-0.053,-0.009000000000000001,0.0,0.0,-0.038,-0.038,-0.008,0.0,0.0,-0.038,-0.038,-0.02,0.0,-0.053,-0.053,-0.038,-0.038,0.0,
HighIncNoVehSenior,medical,auto,-3.964,-0.031,-0.031,-0.009000000000000001,0.0,-4.23,-0.038,-0.038,-0.008,0.0,-4.247,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
HighIncVehSenior,medical,auto,0.0,-0.031,-0.031,-0.009000000000000001,0.0,0.0,-0.038,-0.038,-0.008,0.0,0.0,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
LowIncNoVehSenior,medical,bus,-4.39,-0.017,-0.017,-0.009000000000000001,0.0,-4.405,-0.018000000000000002,-0.018000000000000002,-0.008,0.0,-4.407,-0.018000000000000002,-0.018000000000000002,-0.02,0.0,-0.017,-0.017,-0.018000000000000002,-0.018000000000000002,0.0,
LowIncVehSenior,medical,bus,-4.39,-0.017,-0.017,-0.009000000000000001,0.0,-4.405,-0.018000000000000002,-0.018000000000000002,-0.008,0.0,-4.407,-0.018000000000000002,-0.018000000000000002,-0.02,0.0,-0.017,-0.017,-0.018000000000000002,-0.018000000000000002,0.0,
HighIncNoVehSenior,medical,bus,-4.39,-0.022000000000000002,-0.022000000000000002,-0.009000000000000001,0.0,-4.405,-0.018000000000000002,-0.018000000000000002,-0.008,0.0,-4.407,-0.018000000000000002,-0.018000000000000002,-0.005,0.0,-0.022000000000000002,-0.022000000000000002,-0.018000000000000002,-0.018000000000000002,0.0,
HighIncVehSenior,medical,bus,-4.39,-0.022000000000000002,-0.022000000000000002,-0.009000000000000001,0.0,-4.405,-0.018000000000000002,-0.018000000000000002,-0.008,0.0,-4.407,-0.018000000000000002,-0.018000000000000002,-0.005,0.0,-0.022000000000000002,-0.022000000000000002,-0.018000000000000002,-0.018000000000000002,0.0,
LowIncNoVehSenior,medical,ridehail,-4.645,-0.053,-0.053,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.02,0.0,-0.053,-0.053,-0.038,-0.038,0.0,
LowIncVehSenior,medical,ridehail,-4.645,-0.053,-0.053,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.02,0.0,-0.053,-0.053,-0.038,-0.038,0.0,
HighIncNoVehSenior,medical,ridehail,-4.645,-0.031,-0.031,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
HighIncVehSenior,medical,ridehail,-4.645,-0.031,-0.031,-0.009000000000000001,0.0,-4.69,-0.038,-0.038,-0.008,0.0,-4.67,-0.038,-0.038,-0.005,0.0,-0.031,-0.031,-0.038,-0.038,0.0,
LowIncNoVehSenior,medical,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.02,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
LowIncVehSenior,medical,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.02,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
HighIncNoVehSenior,medical,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.005,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
HighIncVehSenior,medical,bike,-2.9410000000000003,-0.087,-0.0435,-0.009000000000000001,2.177,-2.9339999999999997,-0.087,-0.0435,-0.008,2.123,-2.9360000000000004,-0.087,-0.087,-0.005,2.126,-0.087,-0.087,-0.087,-0.087,-0.0435,-0.0435
LowIncNoVehSenior,medical,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.02,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
LowIncVehSenior,medical,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.02,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
HighIncNoVehSenior,medical,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.005,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
HighIncVehSenior,medical,walk,1.239,-0.087,-0.087,-0.009000000000000001,0.0,1.238,-0.087,-0.087,-0.008,0.0,1.237,-0.087,-0.087,-0.005,0.0,-0.087,-0.087,-0.087,-0.087,0.0,
