OriginMicrotypeID,DestinationMicrotypeID,TransitLayer,Portion
1,6,bus_rail_nobike,0.25090023480176
1,1,bus_rail_nobike,0.116628450552848
1,2,bus_rail_nobike,0.0849335575532641
1,2,nobus_norail_nobike,0.0044475689185569
1,3,bus_rail_nobike,0.0983970816647522
1,5,bus_rail_nobike,0.0545291626606082
1,3,nobus_rail_nobike,0.0342569266995897
1,3,bus_norail_nobike,0.867345991635658
1,6,bus_norail_nobike,0.386283559767457
1,6,nobus_norail_nobike,0.362816205430783
1,1,bus_norail_nobike,0.883371549447152
1,5,bus_norail_nobike,0.874352809339094
1,2,bus_norail_nobike,0.910618873528179
1,5,nobus_norail_nobike,0.0711180280002975
2,6,nobus_rail_nobike,0.0320828852222172
2,1,bus_norail_nobike,0.89413592026322
2,6,bus_norail_nobike,0.690869495262793
2,2,nobus_norail_nobike,0.0040491674269088
2,3,nobus_norail_nobike,0.0136126982762128
2,5,bus_rail_nobike,0.124701756198797
2,3,bus_rail_nobike,0.0270366209942259
2,1,bus_rail_nobike,0.102057077156639
2,5,nobus_rail_nobike,0.0060479781540381
2,5,bus_norail_nobike,0.766002683570426
2,2,bus_norail_nobike,0.843825331865527
2,2,bus_rail_nobike,0.152125500707564
2,6,nobus_norail_nobike,0.201466122730789
2,5,nobus_norail_nobike,0.103247582076739
2,4,bus_norail_nobike,0.939828430511516
2,3,bus_norail_nobike,0.936663621390916
2,3,nobus_rail_nobike,0.022687059338645
2,4,nobus_norail_nobike,0.0601715694884837
2,1,nobus_norail_nobike,0.003807002580141
2,6,bus_rail_nobike,0.0755814967842006
3,3,bus_norail_nobike,0.592402315442489
3,6,bus_rail_nobike,0.346548874774611
3,1,bus_norail_nobike,0.73409470868255
3,2,bus_norail_nobike,0.945003493051816
3,2,nobus_rail_nobike,0.0026846685666574
3,6,bus_norail_nobike,0.368543912990673
3,2,bus_rail_nobike,0.0407313248635057
3,5,bus_norail_nobike,0.690758414644794
3,5,nobus_norail_nobike,0.0686573523327672
3,6,nobus_norail_nobike,0.25485258983957
3,3,bus_rail_nobike,0.263324775362274
3,4,nobus_norail_nobike,0.445017205429472
3,4,bus_norail_nobike,0.554982794570528
3,1,nobus_rail_nobike,0.0396575232819069
3,5,nobus_rail_nobike,0.0439498149636729
3,3,nobus_rail_nobike,0.0698663815579508
3,1,bus_rail_nobike,0.226247768035543
3,6,nobus_rail_nobike,0.0300546223951463
3,5,bus_rail_nobike,0.196634418058766
3,2,nobus_norail_nobike,0.0115805135180214
3,3,nobus_norail_nobike,0.0744065276372861
4,6,nobus_norail_nobike,0.937941794569475
4,4,nobus_norail_nobike,0.588759877385931
4,5,bus_norail_nobike,0.596185026994782
4,4,bus_norail_nobike,0.411240122614069
4,5,nobus_norail_nobike,0.403814973005218
4,2,bus_norail_nobike,1.0
4,6,bus_norail_nobike,0.062058205430525
4,3,nobus_norail_nobike,0.347765714513984
4,3,bus_norail_nobike,0.652234285486016
5,3,nobus_norail_nobike,0.0530141099206855
5,1,bus_rail_nobike,0.0342969363090403
5,5,bus_norail_nobike,0.710521360092331
5,4,bus_norail_nobike,0.664366591129279
5,6,nobus_rail_nobike,0.160870801817006
5,1,bus_norail_nobike,0.927589416858917
5,2,nobus_norail_nobike,0.0982029638807498
5,1,nobus_norail_nobike,0.0381136468320429
5,2,nobus_rail_nobike,0.0071400734321249
5,2,bus_rail_nobike,0.0872828512121198
5,5,nobus_rail_nobike,0.0551490104255967
5,3,bus_norail_nobike,0.774500163125449
5,4,nobus_norail_nobike,0.335633408870721
5,5,nobus_norail_nobike,0.09870003121666
5,6,bus_norail_nobike,0.382591113755451
5,3,nobus_rail_nobike,0.0184861454517827
5,2,bus_norail_nobike,0.807374111475006
5,5,bus_rail_nobike,0.135629598265412
5,6,nobus_norail_nobike,0.278720810492427
5,6,bus_rail_nobike,0.177817273935116
5,3,bus_rail_nobike,0.153999581502083
6,5,bus_norail_nobike,0.426761276369147
6,6,bus_norail_nobike,0.30972111570502
6,1,bus_norail_nobike,0.731771038851289
6,2,bus_norail_nobike,0.599859728497809
6,2,bus_rail_nobike,0.099850706778282
6,1,nobus_norail_nobike,0.157865238514575
6,5,bus_rail_nobike,0.1171398517543
6,5,nobus_rail_nobike,0.135873570137058
6,2,nobus_norail_nobike,0.283700607059371
6,2,nobus_rail_nobike,0.0165889576645377
6,6,nobus_rail_nobike,0.195599233107714
6,5,nobus_norail_nobike,0.320225301739495
6,3,nobus_rail_nobike,0.11514566922377
6,4,bus_norail_nobike,0.273268574691586
6,4,nobus_norail_nobike,0.726731425308415
6,6,nobus_norail_nobike,0.0873358023120272
6,3,bus_rail_nobike,0.438843844505168
6,3,bus_norail_nobike,0.19697923340744
6,3,nobus_norail_nobike,0.249031252863622
6,6,bus_rail_nobike,0.407343848875239
6,1,bus_rail_nobike,0.110363722634136
