OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,From,A_1,B_1,C_1,D_1,E_1,F_1,A_2,B_2,C_2,D_2,E_2,F_2,A_3,B_3,C_3,D_3,E_3,F_3,A_4,B_4,C_4,D_4,E_4,F_4,A_5,B_5,C_5,D_5,E_5,F_5,A_6,B_6,C_6,D_6,E_6,F_6
A_1,A_1,xlong,B_4,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0.5,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0
A_1,A_1,xlong,B_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0
A_1,A_1,xlong,B_6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,long,A_1,0.0688585403417744,0,0,0,0,0,0.586052223410339,0,0,0,0,0,0.273678151605263,0,0,0,0,0,0.0377985227712579,0,0,0,0,0,0.026090480819679,0,0,0,0,0,0.00752208105168639,0,0,0,0,0
A_1,A_2,long,A_2,0.261357045627907,0,0,0,0,0,0.103094750120036,0,0,0,0,0,0.498585135308457,0,0,0,0,0,0.106526087917502,0,0,0,0,0,0.0288914126098284,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,long,A_3,0.253888682649012,0,0,0,0,0,0.633434969812926,0,0,0,0,0,0.0299103215461815,0,0,0,0,0,0.0201766792867689,0,0,0,0,0,0.0347957964730021,0,0,0,0,0,0.0277935502321098,0,0,0,0,0
A_1,A_2,long,A_4,0.0558237224851663,0,0,0,0,0,0.825141087869668,0,0,0,0,0,0.0925178910719792,0,0,0,0,0,0.00605938601869666,0,0,0,0,0,0.0204579125544898,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,long,A_5,0.0394165468934199,0,0,0,0,0,0.885939304253182,0,0,0,0,0,0.0681856545552048,0,0,0,0,0,0.00645849429819274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,long,A_6,0.13611244362899,0,0,0,0,0,0.615360318273604,0,0,0,0,0,0.248527238097406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,medium,A_1,0.0250437974942135,0,0,0,0,0,0.860972767297308,0,0,0,0,0,0.0901813616923821,0,0,0,0,0,0.0104480186916316,0,0,0,0,0,0.0123336799566916,0,0,0,0,0,0.00102037486777276,0,0,0,0,0
A_1,A_2,medium,A_2,0.187872221407235,0,0,0,0,0,0,0,0,0,0,0,0.801866227579284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,medium,A_3,0.363502122652084,0,0,0,0,0,0.627296383084839,0,0,0,0,0,0.00920149426307687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,medium,A_4,0.315776471399483,0,0,0,0,0,0.211574998155487,0,0,0,0,0,0.47264853044503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,medium,A_5,0.016525191505948,0,0,0,0,0,0.983474808494052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,medium,A_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,short,A_1,0,0,0,0,0,0,0.990486405060538,0,0,0,0,0,0.00111695564515545,0,0,0,0,0,0.0083966392943061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,short,A_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,short,A_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,short,A_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,xlong,A_1,0.152744435662563,0,0,0,0,0,0.476113478210478,0,0,0,0,0,0.253294305734229,0,0,0,0,0,0.0553263186862422,0,0,0,0,0,0.0310434355247604,0,0,0,0,0,0.0314780261817273,0,0,0,0,0
A_1,A_2,xlong,A_2,0.147548917842927,0,0,0,0,0,0.270148795981139,0,0,0,0,0,0.387577826804448,0,0,0,0,0,0.116678145163204,0,0,0,0,0,0.075034291601973,0,0,0,0,0,0.00238948909885521,0,0,0,0,0
A_1,A_2,xlong,A_3,0.163222554926038,0,0,0,0,0,0.421998132974697,0,0,0,0,0,0.10883077626119,0.00212161463384466,0,0,0,0,0.192042345535234,0,0,0,0,0,0.0958362277222026,0,0,0,0,0,0.00882947246708454,0.00698516689493074,0.000133708584777587,0,0,0
A_1,A_2,xlong,A_4,0.0816665835043517,0,0,0,0,0,0.465259032927363,0,0,0,0,0,0.27761119335297,0,0,0,0,0,0.0563642574749489,0,0,0,0,0,0.119098932740366,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,xlong,A_5,0.0370872316061647,0,0,0,0,0,0.563763111169736,0,0,0,0,0,0.190550362457245,0,0,0,0,0,0.146251210116419,0,0,0,0,0,0.0596261931247066,0,0,0,0,0,0.000797645209461497,0.00192424631626696,0,0,0,0
A_1,A_2,xlong,A_6,0.12843251232946,0,0,0,0,0,0.401450272630675,0,0,0,0,0,0.349085715479228,0,0,0,0,0,0.0114776841377927,0,0,0,0,0,0.109553815422844,0,0,0,0,0,0,0,0,0,0,0
A_1,A_2,xlong,B_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149313906436402,0,0,0,0,0.0028247362243184,0.149313906436402,0,0,0,0,0,0.635763487811674,0,0,0,0,0,0.0627839630912032,0,0,0,0
A_1,A_2,xlong,B_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945085517414972,0,0,0,0,0.301830482752834,0,0,0,0,0,0,0.603660965505669,0,0,0,0,0,0,0,0,0,0
A_1,A_2,xlong,B_5,0,0,0,0,0,0,0,0,0,0,0,0,0.0701290069097633,0.0294880569836319,0,0,0,0,0,0.671909735801927,0,0,0,0,0,0.223969911933976,0,0,0,0,0,0.00450328837070159,0,0,0,0
A_1,A_2,xlong,B_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7825694932555,0,0,0,0,0,0,0,0,0,0,0.0154247241844722,0.101002891280014,0,0,0,0,0,0,0,0.101002891280014,0,0
A_1,A_2,xlong,C_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A_1,A_2,xlong,C_4,0,0,0,0,0,0,0,0,0.132483381394831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867516618605169,0,0,0
A_1,A_2,xlong,C_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
A_1,A_2,xlong,C_6,0,0,0,0,0,0,0,0,0,0,0,0,0.178461345759482,0,0,0,0,0,0,0,0.289172206201723,0,0,0,0.110710860442241,0,0.0441611271316103,0.0441611271316103,0,0,0,0,0,0.333333333333333,0,0
A_1,A_2,xlong,D_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A_1,A_2,xlong,D_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A_1,A_2,xlong,D_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662416906974155,0.433758309302585,0,0,0
