MicrotypeID,PerStartCost,PerEndCost,PerMileCost,VehicleSize,SpeedInMetersPerSecond
2,0,0.0,0.1052207,0.2,1.4
3,0,0.003331238,0.1096112,0.2,1.4
5,0,0.0,0.10748404,0.2,1.4
6,0,0.009096491,0.11230108,0.2,1.4
