MicrotypeID,Mode,CostPerVehicleMile,CostPerPassengerMile
1,bus,2.00968821745848,0
1,auto,0.399094780803458,0
2,bus,1.67590347809118,0
2,auto,0.387362703503457,0
3,bus,1.61041154673027,0
3,auto,0.395216264001362,0
4,bus,1.10497846351644,0
4,auto,0.373190376138525,0
5,bus,1.36919779145574,0
5,auto,0.378753159093858,0
6,bus,0.930503514132501,0
6,auto,0.357936018796248,0
