TimePeriodID,PopulationGroupID,TripPurposeID,TripGenerationRatePerHour
4,LowIncVeh,leisure,0.00287545733298655
4,LowIncVeh,home,0.00230486751256824
4,LowIncVehSenior,medical,0.000284052394821971
4,LowIncNoVeh,home,0.0061438212210078
4,HighIncVeh,medical,0.000114313971734264
4,LowIncVehSenior,work,0.00257086708402614
4,HighIncVehSenior,home,0.00070834765204453
4,HighIncVehSenior,work,0.00384649841909929
4,HighIncVehSenior,leisure,0.00350315417272232
4,LowIncVehSenior,other,0.000649931811169543
4,LowIncNoVeh,medical,0.000632272072367495
4,HighIncVehSenior,other,0.000595377169319447
4,LowIncVeh,medical,0.000171086244842705
4,HighIncNoVeh,work,0.00423236153361775
4,LowIncNoVeh,leisure,0.00428723938343858
4,LowIncVeh,school,0.000415137349043744
4,LowIncVehSenior,home,0.00203004437389041
4,LowIncNoVeh,work,0.0114728536161204
4,LowIncNoVehSenior,other,0.000607865920191803
4,HighIncVeh,school,3.69438549831529e-05
4,LowIncVehSenior,school,0.000359164657569849
4,HighIncVehSenior,school,2.19286512173255e-05
4,LowIncNoVeh,other,0.000456918077841716
4,LowIncNoVehSenior,work,0.00050837732943439
4,LowIncNoVehSenior,home,0.000952771262164274
4,LowIncNoVeh,school,0.000618867477249395
4,LowIncNoVehSenior,school,7.29388705261512e-05
4,LowIncNoVehSenior,medical,0.00238623442951883
4,HighIncVehSenior,medical,7.34706070443594e-05
4,LowIncNoVehSenior,leisure,0.00270501487298308
4,HighIncNoVeh,other,0.000701079275908923
4,HighIncNoVeh,leisure,0.000300974654384867
5,HighIncNoVeh,work,0.00661563769450431
5,HighIncVeh,other,0.00327202979771241
5,HighIncVeh,home,0.00423280568908612
5,HighIncVeh,work,0.0318265590106759
5,HighIncVeh,leisure,0.0102354729408941
5,LowIncVehSenior,home,0.00251236213086689
5,LowIncVeh,work,0.0356617808268678
5,LowIncVehSenior,other,0.000874826311835316
5,LowIncVehSenior,leisure,0.00539267582917561
5,HighIncVehSenior,home,0.00440078275396222
5,HighIncVehSenior,leisure,0.00940891735430746
5,HighIncVehSenior,work,0.00976322519766194
5,LowIncVeh,home,0.00414513870814287
5,LowIncVehSenior,medical,0.00129527531550441
5,LowIncVeh,leisure,0.00592240921761698
5,LowIncVehSenior,work,0.00747720282788665
5,LowIncVeh,school,0.00131198210076633
5,HighIncVeh,school,0.00141463384433551
5,LowIncNoVeh,work,0.0186453539395074
5,HighIncVehSenior,other,0.0027693343829687
5,LowIncNoVeh,leisure,0.00404184194174852
5,LowIncVeh,other,0.00474880745104476
5,HighIncVehSenior,school,0.000521371429407098
5,LowIncVeh,medical,0.000392565078101708
5,HighIncVeh,medical,0.000308790765558284
5,LowIncNoVeh,home,0.00422631579827538
5,HighIncVehSenior,medical,0.00229462218397048
5,LowIncNoVehSenior,school,0.00170040784317628
5,LowIncVehSenior,school,0.000623735234503022
5,LowIncNoVehSenior,home,0.000798440657511501
5,HighIncNoVeh,leisure,0.00499361240523287
5,LowIncNoVeh,other,0.000986113962132533
5,LowIncNoVehSenior,medical,0.000603147472381087
5,LowIncNoVehSenior,leisure,0.00186231025920948
5,LowIncNoVeh,medical,0.000267989634649577
5,HighIncNoVehSenior,work,0.0216249773059884
5,LowIncNoVehSenior,work,7.96763210171352e-05
5,LowIncNoVeh,school,0.00373877737259209
5,HighIncNoVeh,other,0.000137255287261677
5,HighIncNoVeh,home,0.00437943702639543
6,HighIncVeh,work,0.0768067171506448
6,LowIncVeh,work,0.0611344450954127
6,LowIncVeh,school,0.0157470475043123
6,HighIncVeh,school,0.0111006312184559
6,HighIncVehSenior,work,0.0215017410591076
6,HighIncVeh,leisure,0.0181141923799357
6,HighIncVeh,home,0.0135780955381324
6,LowIncVeh,other,0.0235973676015232
6,HighIncVeh,other,0.0148590390585136
6,LowIncVehSenior,work,0.00844856247626398
6,LowIncVehSenior,home,0.013792162650798
6,HighIncVehSenior,other,0.00837565346743787
6,HighIncVehSenior,leisure,0.0248189699433541
6,LowIncVeh,home,0.0129742600046144
6,LowIncVehSenior,leisure,0.0197877361984649
6,LowIncVeh,leisure,0.0138872895749577
6,LowIncVehSenior,medical,0.00642450817820944
6,HighIncVehSenior,home,0.0120579075700968
6,LowIncNoVeh,leisure,0.00849649846037675
6,LowIncVehSenior,other,0.0105056678126956
6,LowIncVeh,medical,0.00195601411859104
6,LowIncNoVehSenior,leisure,0.00620409994463193
6,HighIncVeh,medical,0.000767215535579827
6,LowIncNoVeh,work,0.0270790246521361
6,HighIncNoVehSenior,work,0.0173710640999643
6,HighIncNoVeh,leisure,0.0277729194583115
6,LowIncVehSenior,school,0.00395756030194659
6,LowIncNoVeh,school,0.00980641034598248
6,HighIncVehSenior,school,0.00206142200671848
6,HighIncNoVeh,work,0.0260571209779093
6,LowIncNoVeh,home,0.0103229217880931
6,LowIncNoVehSenior,work,0.00340470936755512
6,LowIncNoVehSenior,medical,0.00200021746178906
6,HighIncVehSenior,medical,0.00157685606430318
6,LowIncNoVeh,other,0.00969329627167558
6,HighIncNoVeh,home,0.00530077693236732
6,LowIncNoVehSenior,school,0.00117224848526527
6,LowIncNoVehSenior,home,0.00567096738622425
6,LowIncNoVeh,medical,0.00550583862641568
6,LowIncNoVehSenior,other,0.0133829544342592
6,HighIncNoVehSenior,school,0.00037068834182499
6,HighIncNoVeh,other,0.00503750741580585
6,HighIncNoVeh,school,0.000772884055214745
6,HighIncNoVehSenior,leisure,0.000739688570051468
7,HighIncVeh,work,0.125386609389903
7,HighIncVeh,leisure,0.0357376934711958
7,HighIncVeh,school,0.065377780597687
7,LowIncVeh,leisure,0.0350598375864677
7,HighIncVeh,home,0.0279193326785542
7,LowIncVeh,other,0.0615143340309145
7,HighIncVeh,other,0.0559454224871562
7,LowIncVehSenior,work,0.022146275137681
7,HighIncVehSenior,leisure,0.056832177242064
7,HighIncVehSenior,other,0.0232317520947399
7,LowIncVeh,medical,0.00492128553291327
7,HighIncVehSenior,medical,0.00616068032690056
7,LowIncVeh,school,0.0698179469388471
7,HighIncVehSenior,work,0.0341659513195022
7,LowIncVehSenior,other,0.0189861872665896
7,LowIncVehSenior,home,0.0250779371413245
7,LowIncVeh,home,0.0348664022209548
7,LowIncVeh,work,0.0862845681718613
7,HighIncVehSenior,home,0.0323606424142008
7,LowIncVehSenior,leisure,0.0508664961299403
7,LowIncNoVehSenior,medical,0.0195711215426742
7,HighIncVeh,medical,0.00259109567417567
7,LowIncNoVeh,leisure,0.03146478429028
7,LowIncVehSenior,medical,0.00539812874406603
7,HighIncVehSenior,school,0.0112965243061365
7,LowIncNoVeh,medical,0.0030987771292938
7,LowIncNoVehSenior,school,0.00725858610440263
7,LowIncNoVeh,home,0.0155663318860227
7,LowIncVehSenior,school,0.00968460796963535
7,LowIncNoVeh,work,0.0459128614561749
7,LowIncNoVeh,school,0.0449984572956751
7,LowIncNoVeh,other,0.0370557210795873
7,LowIncNoVehSenior,leisure,0.0338527250599128
7,HighIncNoVeh,work,0.113782923525283
7,HighIncNoVeh,medical,0.00660177888722729
7,HighIncNoVehSenior,leisure,0.00864183547937156
7,LowIncNoVehSenior,home,0.0171551370551433
7,HighIncNoVeh,other,0.0177194386506399
7,HighIncNoVeh,leisure,0.0222198501863181
7,LowIncNoVehSenior,other,0.0108721156708487
7,HighIncNoVeh,home,0.0271334926478933
7,HighIncNoVeh,school,0.0152252308046116
7,HighIncNoVehSenior,other,0.0116378392981247
7,HighIncNoVehSenior,home,0.00354236077434395
7,LowIncNoVehSenior,work,0.00814687483550032
7,HighIncNoVehSenior,work,0.076510751700686
7,HighIncNoVehSenior,medical,0.000419560921522433
8,HighIncVeh,work,0.0854406325585085
8,HighIncVeh,leisure,0.0582799220219797
8,HighIncVehSenior,other,0.0259612764067298
8,HighIncVeh,school,0.0376004811390056
8,LowIncVeh,medical,0.0051543321084828
8,LowIncVeh,leisure,0.0637604789413983
8,LowIncVeh,other,0.0326196992133287
8,HighIncVehSenior,leisure,0.101781108381328
8,HighIncVeh,other,0.0336379784496949
8,LowIncVehSenior,other,0.0233597875317029
8,LowIncVeh,work,0.0640790167658145
8,LowIncVehSenior,work,0.0213359663647539
8,LowIncVeh,school,0.0364572410626338
8,HighIncVehSenior,home,0.0464412539692968
8,LowIncNoVeh,other,0.0192461894774498
8,LowIncVehSenior,leisure,0.11094766940108
8,LowIncNoVeh,school,0.0363371993536518
8,HighIncVeh,home,0.029513384821259
8,LowIncVehSenior,home,0.0417795521017771
8,HighIncVeh,medical,0.00355719378503017
8,HighIncVehSenior,school,0.0249380284938255
8,LowIncVehSenior,school,0.0222249163300366
8,LowIncNoVehSenior,leisure,0.0898973770142037
8,HighIncVehSenior,medical,0.0137565588827636
8,HighIncVehSenior,work,0.0327767600764908
8,LowIncNoVeh,leisure,0.073237698469918
8,LowIncNoVeh,home,0.0314790586427971
8,LowIncVeh,home,0.0350186200462425
8,LowIncVehSenior,medical,0.022581788581415
8,HighIncNoVeh,leisure,0.0502306383485643
8,HighIncNoVeh,work,0.202712320470358
8,HighIncNoVehSenior,other,0.0168644488245981
8,HighIncNoVeh,other,0.0337890539730776
8,LowIncNoVeh,medical,0.0109599402774112
8,LowIncNoVehSenior,school,0.0175575534085126
8,LowIncNoVehSenior,home,0.0367435821020434
8,HighIncNoVeh,school,0.0146662935126179
8,LowIncNoVeh,work,0.0336566375619619
8,LowIncNoVehSenior,medical,0.0224932352260724
8,HighIncNoVeh,home,0.0318542049491233
8,HighIncNoVehSenior,leisure,0.0444557510290308
8,LowIncNoVehSenior,work,0.00105707784350012
8,HighIncNoVehSenior,school,2.64318021346473e-05
8,LowIncNoVehSenior,other,0.0141943337464861
8,HighIncNoVehSenior,home,0.0215201051704141
8,HighIncNoVehSenior,medical,0.0020579960862779
8,HighIncNoVeh,medical,0.000355795058455697
8,HighIncNoVehSenior,work,0.00124835399266406
9,LowIncVeh,leisure,0.0850918945502762
9,HighIncVeh,leisure,0.0802905191188703
9,HighIncVehSenior,home,0.0732941373963197
9,LowIncVehSenior,home,0.0686844965326911
9,LowIncVehSenior,leisure,0.1755600897241
9,HighIncVeh,other,0.0147856245973505
9,LowIncVehSenior,medical,0.0210796528364857
9,LowIncVehSenior,school,0.0365996545313462
9,HighIncVeh,work,0.0396106760940913
9,HighIncVeh,school,0.0220733543108224
9,HighIncVehSenior,work,0.0285642496463741
9,LowIncVeh,other,0.0199801409937522
9,HighIncVeh,home,0.0335314544409962
9,LowIncVeh,home,0.0366585402174872
9,LowIncVehSenior,work,0.0157575999257798
9,LowIncNoVeh,home,0.0450070228786346
9,LowIncVeh,work,0.0365085557774701
9,LowIncNoVeh,school,0.0226384451365643
9,HighIncVehSenior,leisure,0.185189312162962
9,LowIncNoVeh,leisure,0.117460668885254
9,LowIncVehSenior,other,0.0260248276815964
9,LowIncVeh,school,0.021472472283274
9,LowIncVeh,medical,0.00810753215844552
9,HighIncVehSenior,medical,0.0185971932507985
9,HighIncVeh,medical,0.00596157622227393
9,HighIncVehSenior,other,0.0256398974827521
9,HighIncVehSenior,school,0.0274415899723342
9,LowIncNoVehSenior,home,0.0580331246171037
9,HighIncNoVeh,leisure,0.0664762585586009
9,LowIncNoVeh,work,0.0292552516532922
9,LowIncNoVehSenior,other,0.0079363609741336
9,LowIncNoVehSenior,leisure,0.141569212921691
9,HighIncNoVehSenior,home,0.0467603564115644
9,LowIncNoVeh,medical,0.0182667787104118
9,LowIncNoVehSenior,medical,0.0303910285602779
9,LowIncNoVeh,other,0.00490618613759489
9,HighIncNoVeh,work,0.110600378016673
9,LowIncNoVehSenior,school,0.0188958391803274
9,HighIncNoVeh,home,0.0168075223534582
9,HighIncNoVehSenior,leisure,0.0769148695715959
9,LowIncNoVehSenior,work,0.00740212363112004
9,HighIncNoVeh,school,0.00245933519998824
9,HighIncNoVeh,other,0.0062207390033647
9,HighIncNoVehSenior,medical,0.0136523354285781
9,HighIncNoVehSenior,other,0.0158442732678212
9,HighIncNoVeh,medical,0.00212990854296568
9,HighIncNoVehSenior,school,0.000264259256045981
10,LowIncVehSenior,school,0.0269534278231596
10,HighIncVeh,leisure,0.109482660352493
10,HighIncVeh,work,0.0268125706109135
10,LowIncVehSenior,leisure,0.255213496079023
10,LowIncVeh,leisure,0.107709350387059
10,HighIncVehSenior,leisure,0.221219858004924
10,LowIncVeh,home,0.0482968375961665
10,HighIncVeh,home,0.0473785270721194
10,HighIncVeh,medical,0.00395089318911432
10,HighIncVehSenior,home,0.101520899689643
10,LowIncVeh,other,0.0157226686985551
10,LowIncNoVeh,leisure,0.135683985753246
10,HighIncNoVeh,work,0.0317721338955016
10,HighIncVehSenior,other,0.0224248415655595
10,HighIncVeh,school,0.0152382078837889
10,HighIncVehSenior,school,0.020933391533881
10,LowIncVehSenior,home,0.113399721028744
10,HighIncVeh,other,0.0128541480459818
10,LowIncVeh,medical,0.00543260506841201
10,LowIncVeh,work,0.0254624017910488
10,LowIncVehSenior,work,0.0112872971153346
10,LowIncNoVehSenior,medical,0.0153097257713455
10,LowIncNoVehSenior,home,0.0779437336662193
10,HighIncVehSenior,medical,0.0187832574904989
10,LowIncVeh,school,0.0167754764455
10,LowIncVehSenior,medical,0.0197595037537989
10,LowIncVehSenior,other,0.0217254125528456
10,HighIncVehSenior,work,0.0162020518256123
10,HighIncNoVeh,leisure,0.115057523780919
10,LowIncNoVehSenior,leisure,0.273678444775941
10,HighIncNoVeh,home,0.0311377671715664
10,LowIncNoVeh,home,0.0531848876986174
10,HighIncNoVehSenior,medical,0.0344532622128327
10,HighIncNoVeh,school,0.0121022445779046
10,LowIncNoVeh,work,0.016461673720085
10,LowIncNoVeh,medical,0.0052139124520365
10,LowIncNoVeh,school,0.0153288952131267
10,LowIncNoVehSenior,other,0.020651648785895
10,HighIncNoVehSenior,leisure,0.253116639560939
10,LowIncNoVehSenior,school,0.0215609544185619
10,HighIncNoVehSenior,home,0.0573360254120506
10,HighIncNoVeh,medical,0.00156180942426703
10,HighIncNoVehSenior,work,0.000367922808089807
10,LowIncNoVeh,other,0.0109137413485781
10,HighIncNoVehSenior,other,0.0127126111794393
10,HighIncNoVehSenior,school,0.0101647010348599
10,HighIncNoVeh,other,0.0042594871703201
10,LowIncNoVehSenior,work,0.000147006705979523
11,HighIncVeh,medical,0.00429832336557067
11,HighIncVeh,leisure,0.129190301930493
11,HighIncVehSenior,home,0.121034692510596
11,LowIncVeh,leisure,0.12224235110369
11,HighIncVehSenior,leisure,0.254020090588097
11,HighIncVeh,work,0.0270236536504657
11,HighIncVehSenior,work,0.0164543810725061
11,HighIncVeh,home,0.0652629435313809
11,LowIncVehSenior,leisure,0.252088537165421
11,LowIncVehSenior,other,0.0286749547202907
11,LowIncVehSenior,home,0.134233598366942
11,HighIncVeh,school,0.00580085269998396
11,LowIncVeh,other,0.0145377513945945
11,HighIncVeh,other,0.0151947370457261
11,LowIncVeh,work,0.0239105366368062
11,LowIncVeh,home,0.0653500164744161
11,LowIncVehSenior,medical,0.00947196500482331
11,HighIncVehSenior,other,0.0262602346821952
11,LowIncVeh,school,0.0065442067243138
11,LowIncVehSenior,work,0.00981668458920366
11,LowIncNoVeh,leisure,0.11896453996457
11,LowIncNoVehSenior,home,0.143058235967176
11,LowIncVeh,medical,0.00602920083232746
11,LowIncNoVehSenior,leisure,0.282166155338133
11,HighIncNoVeh,home,0.0336910745419474
11,LowIncNoVeh,home,0.0897949543895044
11,LowIncNoVeh,school,0.01591270747186
11,LowIncVehSenior,school,0.0134577220339907
11,HighIncVehSenior,medical,0.0102537244444986
11,HighIncVehSenior,school,0.00796478756322164
11,LowIncNoVeh,medical,0.00817696892555144
11,HighIncNoVeh,leisure,0.0810565795799144
11,HighIncNoVehSenior,leisure,0.243591276088276
11,LowIncNoVeh,other,0.0121910337714794
11,HighIncNoVeh,school,0.00899097304729672
11,LowIncNoVehSenior,school,0.0131948300904688
11,LowIncNoVeh,work,0.0158251616662916
11,HighIncNoVeh,medical,0.00225784314838455
11,HighIncNoVehSenior,medical,0.00395121048405813
11,HighIncNoVehSenior,home,0.087722228628207
11,HighIncNoVeh,work,0.0309099574364584
11,LowIncNoVehSenior,medical,0.0160272906846198
11,LowIncNoVehSenior,other,0.0215360200149376
11,HighIncNoVeh,other,0.00556455176264575
11,HighIncNoVehSenior,school,0.0248597446825239
11,LowIncNoVehSenior,work,0.00465031491856515
11,HighIncNoVehSenior,work,0.0107191918870776
11,HighIncNoVehSenior,other,0.0346189103685348
12,HighIncVeh,home,0.073101842918891
12,LowIncVehSenior,leisure,0.198862546435912
12,HighIncVehSenior,leisure,0.222392011505747
12,HighIncVeh,leisure,0.132532062055611
12,HighIncVehSenior,work,0.0206978995025507
12,LowIncVehSenior,home,0.134805733947659
12,LowIncVeh,leisure,0.134314182972223
12,LowIncVeh,home,0.0818293399170531
12,HighIncVeh,work,0.0419097774932969
12,HighIncVeh,other,0.0152358579139132
12,LowIncVehSenior,other,0.0237143838144311
12,HighIncVehSenior,other,0.0270895610694032
12,HighIncVehSenior,home,0.134636010413463
12,LowIncVeh,work,0.0329010170412588
12,LowIncVeh,other,0.0162582232453982
12,LowIncVeh,school,0.00657217967347484
12,LowIncVeh,medical,0.00531490112299253
12,HighIncVeh,medical,0.00286259263142021
12,LowIncVehSenior,medical,0.0114681821931726
12,HighIncVeh,school,0.007488745964713
12,HighIncNoVeh,work,0.0647273214408124
12,LowIncNoVeh,leisure,0.11283688241335
12,LowIncNoVeh,home,0.0858724264657343
12,HighIncVehSenior,medical,0.0117806131469761
12,HighIncVehSenior,school,0.00657756581405918
12,LowIncVehSenior,work,0.0108638016432534
12,LowIncNoVehSenior,home,0.131972616019018
12,LowIncVehSenior,school,0.0111021140082113
12,LowIncNoVeh,medical,0.00718962765249128
12,HighIncNoVeh,leisure,0.176290395216895
12,HighIncNoVeh,school,0.00426853389754936
12,LowIncNoVehSenior,other,0.024510871569091
12,LowIncNoVehSenior,leisure,0.186300626706861
12,LowIncNoVeh,other,0.0104936962965011
12,HighIncNoVehSenior,leisure,0.26093692544601
12,LowIncNoVeh,school,0.00972014077405986
12,LowIncNoVeh,work,0.0209259758098519
12,HighIncNoVeh,home,0.0501653687556232
12,LowIncNoVehSenior,school,0.0199708087692256
12,LowIncNoVehSenior,work,0.00268645210173233
12,HighIncNoVehSenior,home,0.0872332818093869
12,LowIncNoVehSenior,medical,0.00643239282822358
12,HighIncNoVehSenior,other,0.00983504588456889
12,HighIncNoVeh,other,0.00979530754083117
12,HighIncNoVeh,medical,0.00109171136547523
12,HighIncNoVehSenior,work,0.0144455786641319
12,HighIncNoVehSenior,school,0.0175402569141077
12,HighIncNoVehSenior,medical,0.00545577855811501
13,HighIncVeh,home,0.0677659996416774
13,HighIncVehSenior,leisure,0.198944308309294
13,HighIncVehSenior,home,0.125560367176552
13,LowIncVeh,leisure,0.108059389785065
13,HighIncVeh,leisure,0.112450065666839
13,LowIncVehSenior,leisure,0.205373313431927
13,LowIncVeh,work,0.0324826796695514
13,HighIncVeh,work,0.0393550494667139
13,LowIncVeh,home,0.0785959400626753
13,HighIncVeh,other,0.0147614274531515
13,HighIncVehSenior,medical,0.0106256416828371
13,LowIncVehSenior,home,0.125907939031503
13,HighIncVehSenior,other,0.0231737756321842
13,LowIncVehSenior,other,0.0227181289771609
13,HighIncVeh,medical,0.0037637777270917
13,LowIncVehSenior,work,0.00927153486523841
13,LowIncVeh,other,0.0200073592935394
13,HighIncVeh,school,0.00442514369713777
13,HighIncVehSenior,work,0.0210808501202009
13,LowIncNoVeh,leisure,0.101862132745008
13,HighIncVehSenior,school,0.00458541074314872
13,LowIncVeh,medical,0.00658651900306706
13,LowIncVehSenior,medical,0.0108639570216754
13,LowIncVeh,school,0.00605765665142324
13,LowIncNoVeh,home,0.0782119733266534
13,LowIncVehSenior,school,0.0117131928265447
13,LowIncNoVehSenior,leisure,0.1712368674376
13,HighIncNoVeh,work,0.0930775539882973
13,LowIncNoVehSenior,home,0.137459229245471
13,HighIncNoVehSenior,leisure,0.160777670280021
13,LowIncNoVeh,school,0.00893958385706703
13,LowIncNoVeh,medical,0.00923134802428019
13,HighIncNoVehSenior,home,0.133145592615103
13,HighIncNoVeh,home,0.0551840975594537
13,HighIncNoVeh,leisure,0.150898499665058
13,LowIncNoVehSenior,medical,0.00652492360178555
13,HighIncNoVeh,school,0.00715336006023101
13,LowIncNoVeh,work,0.0170340711385438
13,HighIncNoVeh,other,0.00110033270004904
13,LowIncNoVehSenior,other,0.00456169610597976
13,LowIncNoVeh,other,0.0175553597202821
13,LowIncNoVehSenior,work,0.00104202472418134
13,HighIncNoVeh,medical,0.0058253107174502
13,HighIncNoVehSenior,other,0.0133793131963561
13,HighIncNoVehSenior,work,0.0294630080838536
13,HighIncNoVehSenior,school,0.0357708871989947
13,HighIncNoVehSenior,medical,0.00326337791588413
13,LowIncNoVehSenior,school,0.00121699037005258
14,HighIncVeh,home,0.0904579225516987
14,HighIncVeh,leisure,0.102629923306705
14,HighIncVehSenior,school,0.00452792412591287
14,HighIncVehSenior,leisure,0.173990850236526
14,HighIncVehSenior,home,0.130687986779104
14,HighIncVehSenior,work,0.0157784193009861
14,LowIncVeh,home,0.103293218913652
14,LowIncVeh,other,0.0379043679879078
14,LowIncVeh,leisure,0.11863152391054
14,LowIncVehSenior,leisure,0.177206391948567
14,HighIncVehSenior,medical,0.00629924406326454
14,HighIncVehSenior,other,0.0250651658448355
14,LowIncVehSenior,home,0.138180551715133
14,LowIncVeh,work,0.0260704966873186
14,LowIncVehSenior,medical,0.0104461007109211
14,HighIncVeh,other,0.0307384919857899
14,HighIncVeh,work,0.0253289092115657
14,LowIncVeh,medical,0.0059205092036634
14,HighIncVeh,medical,0.00456509216846841
14,LowIncNoVeh,home,0.103723924561954
14,LowIncVehSenior,work,0.00840080513565573
14,LowIncNoVeh,work,0.016646574833068
14,LowIncVehSenior,other,0.025060046958894
14,LowIncVeh,school,0.00461098011478393
14,HighIncVeh,school,0.00428798439335133
14,LowIncNoVehSenior,leisure,0.139096133037066
14,LowIncNoVehSenior,home,0.134760369017771
14,LowIncNoVeh,leisure,0.0999228585877049
14,LowIncNoVehSenior,medical,0.0101453102359003
14,HighIncNoVeh,leisure,0.0970266303917102
14,LowIncNoVeh,other,0.0160461827767761
14,LowIncVehSenior,school,0.00759826636625842
14,HighIncNoVeh,work,0.0434976784285719
14,LowIncNoVeh,school,0.00388180124582306
14,HighIncNoVehSenior,leisure,0.210005836892043
14,LowIncNoVehSenior,other,0.0196188460625043
14,HighIncNoVeh,home,0.0443649177077327
14,HighIncNoVehSenior,home,0.153409526754968
14,LowIncNoVeh,medical,0.0088906624313287
14,LowIncNoVehSenior,school,3.64950924643924e-05
14,LowIncNoVehSenior,work,0.00102930870527532
14,HighIncNoVeh,other,0.00455963815543621
14,HighIncNoVeh,school,0.00156196352646416
14,HighIncNoVehSenior,school,0.000388462845456501
14,HighIncNoVeh,medical,0.00570639081715736
14,HighIncNoVehSenior,work,0.0134980349199709
14,HighIncNoVehSenior,medical,0.00105901461629567
14,HighIncNoVehSenior,other,0.00542624844440418
15,HighIncVeh,home,0.140316432481069
15,HighIncVeh,leisure,0.109624459947521
15,LowIncVeh,other,0.0412991638460497
15,LowIncVehSenior,home,0.137254973571893
