MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,DirectionalRouteMiles,SeniorFareDiscount,Headway,VehicleCapacity,VehicleSize,StopSpacing,PopulationMicrotypeID,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,coveragePortion,PassengerWait,PassengerWaitDedicated,MinStopTime,CoveragePortion,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,2.2193110000000003,928,E,132.44197296073298,0.5,1691.8833338445127,40.0,3.0,400.0,157352,237.446675407397,3381.73035779161,0.0,6.0,3.0,7.0,0.1936031704070789,38.666666666666664,0.0,0.0
2,1.9285714,928,E,896.065664332172,0.5,1691.8833338445065,40.0,3.0,400.0,1064600,1606.49836442317,22879.8498837317,0.0,6.0,3.0,7.0,0.13524576379924552,38.666666666666664,0.0,0.0
3,2.0,928,E,683.601475604905,0.5,1691.8833338445045,40.0,3.0,400.0,812175,1225.58501702554,17454.8582371969,0.0,6.0,3.0,7.0,0.04942937555236366,38.666666666666664,0.0,0.0
4,1.8571429,928,E,237.76461875183998,0.5,1691.8833338445065,40.0,3.0,400.0,282484,426.272857388423,6071.00461634046,0.0,6.0,3.0,7.0,0.042779201527641635,38.666666666666664,0.0,0.0
5,1.8409091,928,E,811.2559025401622,0.5,1691.8833338445115,40.0,3.0,400.0,963839,1454.44840979454,20714.344948418202,0.0,6.0,3.0,7.0,0.02456905115188608,38.666666666666664,0.0,0.0
6,2.753173,928,E,660.330365810188,0.5,1691.8833338445056,40.0,3.0,400.0,784527,1183.86374445408,16860.6612715897,0.0,6.0,3.0,7.0,0.004461218754030721,38.666666666666664,0.0,0.0
