MicrotypeID,PerStartCost,PerEndCost,PerMileCost,VehicleSize,SpeedInMetersPerSecond,VehicleOperatingCostPerHour
1,0,0.23162519,0.10638428,0.2,1.4,0.0
2,0,0.115694179,0.10751325,0.2,1.4,0.0
3,0,0.093481815,0.10684437,0.2,1.4,0.0
4,0,0.023814769,0.1058705,0.2,1.4,0.0
5,0,0.017251423999999998,0.10783072,0.2,1.4,0.0
6,0,0.006174887,0.10916019,0.2,1.4,0.0
