MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,VehicleRevenueHours,VehicleRevenueMiles,DirectionalRouteMiles,Headway,VehicleCapacity,VehicleSize,StopSpacing,SpeedInMetersPerSecond,CoveragePortion,coveragePortion,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,3.3929182,4212,C,308509.0,4847371.0,437.28,1422.4269279161838,,,,6.983222891750683,0.0,1.0,175.5,0.0,0.0
2,3.4252608,4212,C,308509.0,4847371.0,437.28,1422.4269279161838,,,,6.983222891750683,0.0,0.04679722719490642,175.5,0.0,0.0
3,3.4976275,4212,C,308509.0,4847371.0,437.28,1422.4269279161838,,,,6.983222891750683,0.0,0.020068381164701173,175.5,0.0,0.0
4,3.8050847,4212,C,308509.0,4847371.0,437.28,1422.4269279161838,,,,6.983222891750683,0.0,0.058044919494662575,175.5,0.0,0.0
5,3.2965059,4212,C,308509.0,4847371.0,437.28,1422.4269279161838,,,,6.983222891750683,0.0,0.00763051577762162,175.5,0.0,0.0
6,3.0238095,4212,C,308509.0,4847371.0,437.28,1422.4269279161838,,,,6.983222891750683,0.0,0.004772726122118906,175.5,0.0,0.0
