MicrotypeID,Mode,VMTPerHour
1,freight_combo,377
1,freight_single,541
2,freight_combo,6807
2,freight_single,13681
3,freight_combo,83434
3,freight_single,62851
4,freight_combo,693
4,freight_single,1311
5,freight_combo,33476
5,freight_single,27616
6,freight_combo,63043
6,freight_single,16680
