OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,From,1,2,3,4,5,6
1,1,long,1,0.0,0.0,0.0,0.0,0.0,0.0
1,3,xlong,5,0.0,0.0,0.640549990664332,0.0,0.0,0.0
1,4,long,1,0.0,1.0,0.0,0.0,0.0,0.0
1,4,long,2,0.0,0.0,0.0,1.0,0.0,0.0
1,4,long,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,short,1,0.0,1.0,0.0,0.0,0.0,0.0
1,4,short,2,0.0,0.0,0.0,1.0,0.0,0.0
1,4,short,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,xlong,1,0.0,1.0,0.0,0.0,0.0,0.0
1,4,xlong,2,0.0,0.333333333333333,0.0,0.666666666666667,0.0,0.0
1,4,xlong,4,0.0,0.0,0.0,0.0,0.999344603253611,0.0
1,4,xlong,5,0.0,1.0,0.0,0.0,0.0,0.0
1,5,long,1,0.0,0.824822096881571,0.0,0.0,0.175177903118429,0.0
1,3,xlong,3,0.0,0.741778453388356,0.074490669494334,0.0,0.0,0.0
1,5,long,2,0.0,0.0,0.180407857009129,0.0,0.819592142990871,0.0
1,5,long,5,0.0,0.0,0.0,0.0,0.0,0.0
1,5,medium,1,0.0,1.0,0.0,0.0,0.0,0.0
1,5,medium,2,0.0,0.0,0.0,0.0,1.0,0.0
1,5,medium,5,0.0,0.0,0.0,0.0,0.0,0.0
1,5,xlong,2,0.0,0.24171294786317,0.0,0.0,0.75828705213683,0.0
1,5,xlong,3,0.0699860025404842,0.618160414571672,0.0,0.0,0.311853582887844,0.0
1,5,xlong,5,0.0,0.0,0.0,0.0,0.0,0.0
1,6,xlong,1,0.0,1.0,0.0,0.0,0.0,0.0
1,6,xlong,2,0.0,0.333333333333333,0.0,0.0,0.666666666666667,0.0
1,6,xlong,3,1.0,0.0,0.0,0.0,0.0,0.0
1,6,xlong,5,0.0,0.0,0.0,0.0,0.0,0.5
1,6,xlong,6,0.0,0.0,0.0,0.0,0.0,0.0
1,5,long,3,0.0,1.0,0.0,0.0,0.0,0.0
1,3,xlong,2,0.0,0.241179161764204,0.270299208074756,0.0,0.48852163016104,0.0
1,5,xlong,1,0.0,0.279497928554978,0.298029324217776,0.0,0.422472747227246,0.0
1,3,short,3,0.0,0.0,0.0,0.0,0.0,0.0
1,3,xlong,1,0.0,0.505521340955238,0.424521581688688,0.0,0.0699570773560738,0.0
1,1,short,1,0.0,0.0,0.0,0.0,0.0,0.0
1,2,long,1,0.0,0.399840841826172,0.17047790522001,0.0615607936099195,0.368120459343898,0.0
1,2,long,2,0.0,0.0,0.380052560924152,0.0,0.615562113218893,0.0
1,2,long,3,0.0,0.728592749223348,0.0,0.0,0.271407250776652,0.0
1,2,long,5,0.0,1.0,0.0,0.0,0.0,0.0
1,2,medium,1,0.0,0.528384638379526,0.129345743904752,0.0,0.342269617715722,0.0
1,2,medium,2,0.0,0.0,0.975030171067587,0.0,0.0,0.0
1,2,medium,3,0.0,1.0,0.0,0.0,0.0,0.0
1,2,medium,5,0.0,1.0,0.0,0.0,0.0,0.0
1,2,short,1,0.0,1.0,0.0,0.0,0.0,0.0
1,2,short,2,0.0,0.0,0.0,0.0,0.0,0.0
1,2,xlong,1,0.0,0.340817922734858,0.313255155462055,0.0,0.345926921803088,0.0
1,2,long,4,0.0,1.0,0.0,0.0,0.0,0.0
1,2,xlong,3,0.0,0.573195867383546,0.0,0.250136357471862,0.176667775144592,0.0
1,2,xlong,2,0.0,0.100954761341307,0.544647306394115,0.064085303963237,0.289386292990155,0.0
1,3,short,1,0.0,0.225321166161292,0.774678833838708,0.0,0.0,0.0
1,3,medium,5,0.0,1.0,0.0,0.0,0.0,0.0
1,3,short,2,0.0,0.0,1.0,0.0,0.0,0.0
1,3,medium,2,0.0,0.0,1.0,0.0,0.0,0.0
1,3,medium,1,0.0,0.0,0.830937114605254,0.0,0.169062885394746,0.0
1,3,medium,3,0.0,0.0,0.0,0.0,0.0,0.0
1,3,long,2,0.0,0.0,1.0,0.0,0.0,0.0
1,3,long,1,0.0,0.689803561658658,0.310196438341342,0.0,0.0,0.0
1,2,xlong,5,0.0,0.870138873670564,0.0414845218149181,0.0,0.0577795152889341,0.0
1,2,xlong,4,0.0,0.695759131383687,0.127666758965989,0.0,0.176574109650324,0.0
1,3,long,3,0.0,0.0,0.0,0.0,0.0,0.0
2,4,xlong,4,0.0,0.0,0.0,0.0,0.992219481866613,0.0
2,4,xlong,5,0.0,0.601978578190003,0.0296587765128913,0.368362645297106,0.0,0.0
2,4,xlong,3,0.0,0.40665384571123,0.0,0.59334615428877,0.0,0.0
2,4,xlong,2,0.0,0.0971205052662337,0.489229896561474,0.316487614405,0.0971619837672928,0.0
2,4,medium,4,0.0,0.0,0.0,0.0,0.0,0.0
2,4,medium,3,0.0,0.286102548030796,0.0,0.713897451969204,0.0,0.0
2,4,medium,2,0.0,0.0,0.153459300918447,0.846540699081553,0.0,0.0
2,4,long,5,0.0,1.0,0.0,0.0,0.0,0.0
2,3,xlong,2,0.0151935513871061,0.202117462336747,0.513599141757064,0.0034598910178653,0.265629953501218,0.0
2,4,long,2,0.0,0.0063128445883517,0.0,0.757008016729316,0.236679138682333,0.0
2,3,xlong,5,0.0056368321023686,0.21647252234267,0.74420613555762,0.0,0.0258684560850613,0.0
2,3,xlong,4,0.0,0.761105489050377,0.238894510949623,0.0,0.0,0.0
2,3,xlong,3,0.0071153129115391,0.354960902948733,0.256644283358887,0.0305126039878167,0.345972945508647,0.0
2,3,xlong,1,0.0,0.483503996514949,0.516496003485051,0.0,0.0,0.0
2,3,short,4,0.0,0.0,1.0,0.0,0.0,0.0
2,5,long,1,0.0,0.0076166618375865,0.992383338162414,0.0,0.0,0.0
2,3,short,3,0.0,0.0,0.0,0.0,0.0,0.0
2,4,long,4,0.0,0.997856547850027,0.0,0.0,0.0,0.0
2,5,long,2,0.0231615852101962,0.0687662351992316,0.249202627950922,0.0035510323011074,0.653327730648647,0.0019907886898961
2,5,xlong,4,0.0,0.0735787644243911,0.718993942767234,0.0,0.0,0.207427292808375
2,5,long,4,0.0,0.0740539679600197,0.0650916471303927,0.0,0.860854384909588,0.0
2,3,short,2,0.0,0.0,0.944494060656064,0.0555059393439365,0.0,0.0
2,6,xlong,6,0.0,0.0,0.0,0.0,0.0,0.0
2,6,xlong,5,0.0,0.0,0.306706514227707,0.0,0.249514799662104,0.443778686110189
2,6,xlong,3,0.0,0.325328243870548,0.0,0.0,0.674671756129452,0.0
2,6,xlong,2,0.0,0.187138165697177,0.335361555071589,0.0,0.401402267829468,0.0760980114017659
2,5,xlong,6,0.0,0.0,0.0,0.0,1.0,0.0
2,5,xlong,5,0.0,0.260527434003424,0.530437648662831,0.0,0.175688337230629,0.0089920402806975
2,5,xlong,3,0.0154005320030844,0.362922208576317,0.185909601329477,0.0,0.435767658091121,0.0
2,5,long,3,0.0,0.20413488153347,0.0183095666161123,0.0144316840098703,0.717986728239743,0.0
2,5,xlong,2,0.0272641728167386,0.128326731106646,0.522380060350199,0.0028228806322745,0.319206155094142,0.0
2,5,short,5,0.0,0.0,0.0,0.0,0.0,0.0
2,5,short,2,0.0,0.0,0.0,0.0,1.0,0.0
2,5,medium,5,0.0,0.957880972267611,0.0,0.0,0.0,0.0
2,5,medium,3,0.0,0.14713672408186,0.0,0.0,0.852863275918141,0.0
2,5,medium,2,0.0263127009324557,0.0155524771759858,0.0868040094429642,0.0,0.871330812448594,0.0
2,5,medium,1,0.0,0.0,0.531589772662636,0.0,0.468410227337364,0.0
2,5,long,6,0.0,0.0,0.0,0.0,1.0,0.0
2,5,long,5,0.0,0.245422562346672,0.71428471180044,0.0,0.0253238592838679,0.0
2,5,xlong,1,0.0,0.259133871925893,0.562813721014275,0.0,0.178052407059832,0.0
2,3,medium,5,0.0,0.0549526312300762,0.945047368769924,0.0,0.0,0.0
2,2,xlong,6,0.0,0.0,1.0,0.0,0.0,0.0
2,3,medium,3,0.0,0.0,0.0,0.0,0.952852403186621,0.0
2,2,long,2,0.0654319718856317,0.0692724822948887,0.655099337852421,0.0479699072464896,0.161180871116644,0.0
2,2,long,1,0.0,0.543246225587171,0.409212347747485,0.0,0.0475414266653444,0.0
2,1,xlong,5,0.0180962369733714,0.0120845981792487,0.96981916484738,0.0,0.0,0.0
2,1,xlong,4,1.0,0.0,0.0,0.0,0.0,0.0
2,1,xlong,3,0.0,0.55190148724468,0.172188167017095,0.0,0.265452689524434,0.0
2,1,xlong,2,0.268477162017386,0.144121474302095,0.335876584833575,0.0868802422163036,0.164644536630641,0.0
2,1,xlong,1,0.0,0.0,0.0,0.0,0.977806416542423,0.0
