MicrotypeID,CostPerVehicleMile,Mode,CostPerPassengerMile
A_1,0.75747724873891,freight_combo,0.0
A_1,2.00968821745848,bus,0.0
A_1,0.75747724873891,freight_single,0.0
A_1,0.399094780803458,auto,0.0
A_2,0.387362703503457,auto,0.0
A_2,0.64616352821766,freight_single,0.0
A_2,0.64616352821766,freight_combo,0.0
A_2,1.67590347809118,bus,0.0
A_3,0.395216264001362,auto,0.0
A_3,0.758744417591645,freight_combo,0.0
A_3,1.61041154673027,bus,0.0
A_3,0.758744417591645,freight_single,0.0
A_4,1.10497846351644,bus,0.0
A_4,0.373190376138525,auto,0.0
A_4,0.505368368351287,freight_combo,0.0
A_4,0.505368368351287,freight_single,0.0
A_5,0.568547520064991,freight_combo,0.0
A_5,0.378753159093858,auto,0.0
A_5,1.36919779145574,bus,0.0
A_5,0.568547520064991,freight_single,0.0
A_6,0.442110841488528,freight_single,0.0
A_6,0.930503514132501,bus,0.0
A_6,0.357936018796248,auto,0.0
A_6,0.442110841488528,freight_combo,0.0
B_1,0.443470220460967,freight_single,0.0
B_1,0.977639977519614,bus,0.0
B_1,0.443470220460967,freight_combo,0.0
B_1,0.357640261815424,auto,0.0
B_2,0.432631191739476,freight_single,0.0
B_2,0.432631191739476,freight_combo,0.0
B_2,0.974893305717366,bus,0.0
B_2,0.349459360791567,auto,0.0
B_3,0.79852836885087,bus,0.0
B_3,0.351699890263211,auto,0.0
B_3,0.433326045716148,freight_combo,0.0
B_3,0.433326045716148,freight_single,0.0
B_4,0.357465533446988,auto,0.0
B_4,0.409971037527792,freight_combo,0.0
B_4,0.409971037527792,freight_single,0.0
B_4,0.807625049700869,bus,0.0
B_5,0.452160590312644,freight_single,0.0
B_5,1.01163518293713,bus,0.0
B_5,0.356477696409697,auto,0.0
B_5,0.452160590312644,freight_combo,0.0
B_6,0.42733330353971,freight_combo,0.0
B_6,0.344376646809401,auto,0.0
B_6,0.921459059543359,bus,0.0
B_6,0.42733330353971,freight_single,0.0
C_1,0.334377876091483,auto,0.0
C_1,0.362527960318165,freight_single,0.0
C_1,0.362527960318165,freight_combo,0.0
C_1,0.760688727194472,bus,0.0
C_2,0.391616298066289,freight_combo,0.0
C_2,0.342373352039679,auto,0.0
C_2,0.391616298066289,freight_single,0.0
C_2,0.874657973074771,bus,0.0
C_3,0.367781714884543,freight_single,0.0
C_3,0.657718826044475,bus,0.0
C_3,0.333628318016606,auto,0.0
C_3,0.367781714884543,freight_combo,0.0
C_4,0.395369219356306,freight_single,0.0
C_4,0.857525354220371,bus,0.0
C_4,0.395369219356306,freight_combo,0.0
C_4,0.34355265759104,auto,0.0
C_5,0.335704257661139,auto,0.0
C_5,0.354177769208627,freight_combo,0.0
C_5,0.742967656057752,bus,0.0
C_5,0.354177769208627,freight_single,0.0
C_6,0.303169857346057,bus,0.0
C_6,0.358324434124097,freight_combo,0.0
C_6,0.338460565154494,auto,0.0
C_6,0.358324434124097,freight_single,0.0
D_1,0.63420951812087,freight_single,0.0
D_1,1.65143951802317,bus,0.0
D_1,0.63420951812087,freight_combo,0.0
D_1,0.392585771951496,auto,0.0
D_2,0.643208370969273,freight_single,0.0
D_2,0.643208370969273,freight_combo,0.0
D_2,0.396783627577627,auto,0.0
D_2,1.78354990953273,bus,0.0
D_3,0.54151528593475,freight_single,0.0
D_3,1.17842593600062,bus,0.0
D_3,0.54151528593475,freight_combo,0.0
D_3,0.368270705929771,auto,0.0
D_4,0.379793398283491,auto,0.0
D_4,0.569491820017343,freight_combo,0.0
D_4,1.47932792433987,bus,0.0
D_4,0.569491820017343,freight_single,0.0
D_5,0.398075630023458,freight_single,0.0
D_5,0.924774066516769,bus,0.0
D_5,0.346436485935601,auto,0.0
D_5,0.398075630023458,freight_combo,0.0
D_6,0.338747378214693,auto,0.0
D_6,0.298751387642622,bus,0.0
D_6,0.342653901325003,freight_combo,0.0
D_6,0.342653901325003,freight_single,0.0
