MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,DirectionalRouteMiles,SeniorFareDiscount,Headway,VehicleCapacity,VehicleSize,StopSpacing,PopulationMicrotypeID,VehicleRevenueHoursPerDay,VehicleRevenueMilesPerDay,coveragePortion,PassengerWait,PassengerWaitDedicated,MinStopTime,CoveragePortion,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,1.9666667,1292,D,45.5885019586995,0.5,1801.214279410229,40.0,3.0,400.0,46580,74.83378350978859,1093.3864488686302,0.0,6.0,3.0,7.0,0.07360980279668745,53.833333333333336,0.0,0.0
2,2.1956671,1292,D,1483.9135684683301,0.5,1801.214279410235,40.0,3.0,400.0,1516187,2435.85250576118,35589.916697097,0.0,6.0,3.0,7.0,0.1164577242663593,53.833333333333336,0.0,0.0
3,1.9902344,1292,D,1035.00286543259,0.5,1801.2142794102256,40.0,3.0,400.0,1057513,1698.96305068242,24823.3229648435,0.0,6.0,3.0,7.0,0.03664793520039542,53.833333333333336,0.0,0.0
4,2.2670068,1292,D,791.248250923665,0.5,1801.2142794102272,40.0,3.0,400.0,808457,1298.83847391527,18977.156038922,0.0,6.0,3.0,7.0,0.059602627752382564,53.833333333333336,0.0,0.0
5,1.4936927,1292,D,3872.38992560777,0.5,1801.2142794102294,40.0,3.0,400.0,3956610,6356.54993930151,92874.7049690448,0.0,6.0,3.0,7.0,0.03446344897235735,53.833333333333336,0.0,0.0
6,0.9130435,1292,D,2087.05688760895,0.5,1801.2142794102322,40.0,3.0,400.0,2132448,3425.91567148737,50055.597812730986,0.0,6.0,3.0,7.0,0.005465514100129672,53.833333333333336,0.0,0.0
