MicrotypeID,PerStartCost,DailyCostPerVehicle,geotype,VehicleRevenueHours,VehicleRevenueMiles,DirectionalRouteMiles,Headway,VehicleCapacity,VehicleSize,StopSpacing,SpeedInMetersPerSecond,CoveragePortion,coveragePortion,VehicleOperatingCostPerHour,PerEndCost,PerMileCost
1,2.901597,4212,D,24734.0,130820.0,10.8,1301.7459104112522,,,,2.350700340511936,0.0,0.1743829772964321,175.5,0.0,0.0
2,2.560273,4212,D,24734.0,130820.0,10.8,1301.7459104112522,,,,2.350700340511936,0.0,0.008475853640012885,175.5,0.0,0.0
3,2.639381,4212,D,24734.0,130820.0,10.8,1301.7459104112522,,,,2.350700340511936,0.0,0.003824121781526111,175.5,0.0,0.0
4,2.521363,4212,D,24734.0,130820.0,10.8,1301.7459104112522,,,,2.350700340511936,0.0,0.00813535295622199,175.5,0.0,0.0
5,2.437784,4212,D,24734.0,130820.0,10.8,1301.7459104112522,,,,2.350700340511936,0.0,0.0009611770923173287,175.5,0.0,0.0
6,2.753173,4212,D,24734.0,130820.0,10.8,1301.7459104112522,,,,2.350700340511936,0.0,0.00028282675298336383,175.5,0.0,0.0
